,exp,edu,type,scale,industry,avgsalary,lnsalary,city
962,2年经验,大专,民营公司,150-500人,机械/设备/重工,6.0,1.791759469228055,合肥
963,3-4年经验,本科,上市公司,5000-10000人,酒店/旅游,29.166666666666668,3.373026504695459,广州
964,2年经验,本科,民营公司,1000-5000人,"房地产,互联网/电子商务",5.25,1.6582280766035324,海口
965,无工作经验,本科,民营公司,少于50人,"计算机软件,法律",5.5,1.7047480922384253,杭州
966,2年经验,本科,民营公司,50-150人,"互联网/电子商务,贸易/进出口",6.5,1.8718021769015913,苏州
967,无工作经验,本科,民营公司,50-150人,计算机软件,17.5,2.8622008809294686,深圳
968,2年经验,本科,外资（欧美）,10000人以上,"计算机服务(系统、数据服务、维修),金融/投资/证券",15.0,2.70805020110221,北京
970,5-7年经验,本科,合资,500-1000人,计算机软件,17.5,2.8622008809294686,武汉
971,1年经验,硕士,民营公司,少于50人,"计算机软件,专业服务(咨询、人力资源、财会)",12.5,2.5257286443082556,上海
972,1年经验,大专,民营公司,50-150人,"通信/电信运营、增值服务,互联网/电子商务",5.0,1.6094379124341003,广州
973,2年经验,本科,民营公司,500-1000人,服装/纺织/皮革,11.5,2.4423470353692043,上海
974,2年经验,本科,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),6.0,1.791759469228055,广州
975,无工作经验,本科,合资,500-1000人,机械/设备/重工,6.0,1.791759469228055,唐山
976,无工作经验,大专,民营公司,150-500人,"房地产,家居/室内设计/装潢",6.0,1.791759469228055,郑州
977,1年经验,本科,民营公司,50-150人,计算机软件,15.0,2.70805020110221,苏州
978,无工作经验,无学历要求,外资（非欧美）,1000-5000人,"交通/运输/物流,贸易/进出口",14.0,2.6390573296152584,深圳
979,无工作经验,本科,外资（欧美）,1000-5000人,"机械/设备/重工,汽车及零配件",5.0,1.6094379124341003,昆山
980,1年经验,大专,民营公司,50-150人,"快速消费品(食品、饮料、化妆品),批发/零售",5.833333333333334,1.7635885922613588,长沙
981,1年经验,大专,民营公司,500-1000人,"服装/纺织/皮革,批发/零售",4.75,1.55814461804655,中山
982,2年经验,本科,外资（非欧美）,少于50人,"互联网/电子商务,计算机软件",12.5,2.5257286443082556,上海
983,2年经验,本科,上市公司,1000-5000人,"互联网/电子商务,影视/媒体/艺术/文化传播",10.5,2.3513752571634776,北京
984,1年经验,中专,民营公司,150-500人,"制药/生物工程,环保",7.0,1.9459101490553132,北京
985,无工作经验,无学历要求,合资,50-150人,"金融/投资/证券,互联网/电子商务",17.5,2.8622008809294686,成都
986,2年经验,大专,民营公司,少于50人,"计算机软件,计算机服务(系统、数据服务、维修)",7.0,1.9459101490553132,北京
987,2年经验,本科,上市公司,10000人以上,互联网/电子商务,12.5,2.5257286443082556,广州
990,无工作经验,无学历要求,民营公司,,金融/投资/证券,17.5,2.8622008809294686,北京
991,无工作经验,本科,外资（欧美）,500-1000人,网络游戏,9.0,2.1972245773362196,北京
992,5-7年经验,本科,民营公司,1000-5000人,"互联网/电子商务,计算机软件",20.833333333333336,3.036554268074246,上海
994,2年经验,本科,外资（欧美）,10000人以上,"服装/纺织/皮革,批发/零售",9.0,2.1972245773362196,北京
996,3-4年经验,硕士,上市公司,10000人以上,"计算机软件,通信/电信运营、增值服务",15.5,2.740840023925201,长沙
997,3-4年经验,大专,民营公司,少于50人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",22.5,3.1135153092103742,上海
998,3-4年经验,本科,外资（非欧美）,150-500人,"机械/设备/重工,互联网/电子商务",22.5,3.1135153092103742,上海
999,无工作经验,无学历要求,民营公司,50-150人,互联网/电子商务,11.5,2.4423470353692043,北京
1000,2年经验,大专,民营公司,50-150人,"计算机服务(系统、数据服务、维修),外包服务",16.0,2.772588722239781,上海
1001,无工作经验,无学历要求,外资（非欧美）,1000-5000人,房地产,5.25,1.6582280766035324,成都
1002,2年经验,大专,民营公司,50-150人,"环保,仪器仪表/工业自动化",6.0,1.791759469228055,北京
1003,无工作经验,无学历要求,民营公司,150-500人,互联网/电子商务,6.0,1.791759469228055,郑州
1004,1年经验,大专,民营公司,50-150人,"广告,计算机软件",5.5,1.7047480922384253,广州
1005,2年经验,本科,国企,1000-5000人,"通信/电信/网络设备,通信/电信运营、增值服务",16.0,2.772588722239781,广州
1006,2年经验,大专,民营公司,150-500人,机械/设备/重工,12.5,2.5257286443082556,上海
1007,1年经验,本科,民营公司,50-150人,"计算机服务(系统、数据服务、维修),金融/投资/证券",9.0,2.1972245773362196,上海
1008,2年经验,本科,民营公司,50-150人,"互联网/电子商务,电子技术/半导体/集成电路",10.0,2.302585092994046,深圳
1009,无工作经验,无学历要求,民营公司,50-150人,"多元化业务集团公司,影视/媒体/艺术/文化传播",17.5,2.8622008809294686,天津
1010,5-7年经验,硕士,民营公司,1000-5000人,"电气/电力/水利,新能源",27.5,3.3141860046725258,北京
1011,无工作经验,本科,民营公司,150-500人,"汽车及零配件,电子技术/半导体/集成电路",4.5,1.5040773967762742,重庆
1014,无工作经验,本科,事业单位,50-150人,计算机服务(系统、数据服务、维修),17.5,2.8622008809294686,上海
1015,2年经验,大专,民营公司,150-500人,"金融/投资/证券,互联网/电子商务",12.5,2.5257286443082556,上海
1016,无工作经验,本科,创业公司,50-150人,"计算机服务(系统、数据服务、维修),房地产",3.75,1.3217558399823195,深圳
1017,无工作经验,本科,上市公司,5000-10000人,"家居/室内设计/装潢,建筑/建材/工程",12.5,2.5257286443082556,杭州
1018,2年经验,本科,民营公司,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",11.0,2.3978952727983707,武汉
1019,3-4年经验,大专,民营公司,50-150人,"通信/电信运营、增值服务,计算机软件",12.5,2.5257286443082556,成都
1020,无工作经验,无学历要求,上市公司,1000-5000人,"金融/投资/证券,银行",6.0,1.791759469228055,合肥
1021,无工作经验,无学历要求,民营公司,50-150人,"金融/投资/证券,互联网/电子商务",17.5,2.8622008809294686,杭州
1022,无工作经验,大专,合资,500-1000人,"互联网/电子商务,计算机软件",5.75,1.749199854809259,上海
1023,无工作经验,本科,民营公司,150-500人,"新能源,电气/电力/水利",12.5,2.5257286443082556,上海
1024,2年经验,本科,上市公司,500-1000人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",7.5,2.0149030205422647,上海
1025,无工作经验,本科,民营公司,,交通/运输/物流,5.25,1.6582280766035324,南昌
1026,无工作经验,本科,民营公司,1000-5000人,"网络游戏,互联网/电子商务",11.5,2.4423470353692043,广州
1027,3-4年经验,本科,民营公司,150-500人,计算机软件,9.0,2.1972245773362196,西安
1028,5-7年经验,硕士,外资（非欧美）,1000-5000人,"互联网/电子商务,计算机软件",45.0,3.8066624897703196,上海
1029,3-4年经验,本科,国企,1000-5000人,"互联网/电子商务,计算机软件",26.5,3.2771447329921766,杭州
1030,1年经验,硕士,民营公司,1000-5000人,"计算机软件,通信/电信运营、增值服务",12.5,2.5257286443082556,南京
1031,3-4年经验,本科,民营公司,1000-5000人,"交通/运输/物流,贸易/进出口",11.0,2.3978952727983707,上海
1032,1年经验,本科,上市公司,1000-5000人,计算机服务(系统、数据服务、维修),5.0,1.6094379124341003,淮安
1033,1年经验,大专,民营公司,50-150人,互联网/电子商务,7.0,1.9459101490553132,上海
1034,无工作经验,本科,民营公司,150-500人,"制药/生物工程,学术/科研",10.0,2.302585092994046,佛山
1035,1年经验,本科,民营公司,50-150人,"计算机软件,互联网/电子商务",10.0,2.302585092994046,广州
1036,无工作经验,无学历要求,民营公司,1000-5000人,"服装/纺织/皮革,快速消费品(食品、饮料、化妆品)",3.75,1.3217558399823195,宁波
1037,无工作经验,无学历要求,民营公司,50-150人,"互联网/电子商务,金融/投资/证券",9.0,2.1972245773362196,上海
1038,无工作经验,本科,民营公司,1000-5000人,"互联网/电子商务,计算机软件",11.0,2.3978952727983707,武汉
1039,2年经验,本科,民营公司,50-150人,互联网/电子商务,17.5,2.8622008809294686,上海
1040,2年经验,本科,民营公司,少于50人,专业服务(咨询、人力资源、财会),6.75,1.9095425048844386,上海
1041,2年经验,本科,创业公司,50-150人,互联网/电子商务,20.0,2.995732273553991,上海
1042,1年经验,本科,民营公司,50-150人,"学术/科研,专业服务(咨询、人力资源、财会)",5.25,1.6582280766035324,西安
1043,3-4年经验,大专,外资（欧美）,50-150人,互联网/电子商务,11.5,2.4423470353692043,广州
1044,3-4年经验,大专,民营公司,50-150人,"快速消费品(食品、饮料、化妆品),互联网/电子商务",12.5,2.5257286443082556,上海
1045,无工作经验,大专,合资,500-1000人,金融/投资/证券,12.5,2.5257286443082556,北京
1046,3-4年经验,本科,国企,150-500人,专业服务(咨询、人力资源、财会),12.5,2.5257286443082556,合肥
1047,无工作经验,无学历要求,民营公司,50-150人,"制药/生物工程,医疗设备/器械",12.0,2.4849066497880004,武汉
1048,2年经验,本科,民营公司,150-500人,金融/投资/证券,5.5,1.7047480922384253,南京
1049,无工作经验,本科,民营公司,500-1000人,"网络游戏,互联网/电子商务",17.5,2.8622008809294686,上海
1050,5-7年经验,本科,民营公司,500-1000人,"影视/媒体/艺术/文化传播,互联网/电子商务",30.0,3.4011973816621555,北京
1051,无工作经验,无学历要求,民营公司,150-500人,"影视/媒体/艺术/文化传播,互联网/电子商务",12.5,2.5257286443082556,广州
1052,3-4年经验,本科,民营公司,150-500人,互联网/电子商务,20.0,2.995732273553991,广州
1053,无工作经验,高中,合资,150-500人,"金融/投资/证券,信托/担保/拍卖/典当",7.0,1.9459101490553132,广州
1055,8-9年经验,硕士,民营公司,150-500人,"计算机软件,医疗/护理/卫生",11.0,2.3978952727983707,广州
1056,无工作经验,无学历要求,合资,500-1000人,"快速消费品(食品、饮料、化妆品),互联网/电子商务",12.5,2.5257286443082556,杭州
1057,无工作经验,高中,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",8.5,2.1400661634962708,广州
1058,无工作经验,无学历要求,民营公司,50-150人,"餐饮业,物业管理/商业中心",4.5,1.5040773967762742,上海
1059,1年经验,本科,民营公司,150-500人,"金融/投资/证券,银行",12.5,2.5257286443082556,北京
1060,3-4年经验,本科,上市公司,1000-5000人,家具/家电/玩具/礼品,10.416666666666668,2.3434070875143007,杭州
1061,2年经验,本科,民营公司,150-500人,互联网/电子商务,12.5,2.5257286443082556,广州
1062,3-4年经验,本科,合资,150-500人,"计算机软件,计算机硬件",15.0,2.70805020110221,深圳
1063,1年经验,本科,民营公司,50-150人,"物业管理/商业中心,多元化业务集团公司",7.0,1.9459101490553132,广州
1064,2年经验,大专,民营公司,500-1000人,"服装/纺织/皮革,批发/零售",7.0,1.9459101490553132,上海
1065,1年经验,本科,民营公司,150-500人,"快速消费品(食品、饮料、化妆品),互联网/电子商务",7.0,1.9459101490553132,杭州
1066,3-4年经验,本科,外资（非欧美）,1000-5000人,"电子技术/半导体/集成电路,计算机软件",12.5,2.5257286443082556,合肥
1067,5-7年经验,硕士,外资（欧美）,50-150人,"专业服务(咨询、人力资源、财会),计算机服务(系统、数据服务、维修)",17.5,2.8622008809294686,上海
1068,无工作经验,无学历要求,民营公司,1000-5000人,"批发/零售,互联网/电子商务",7.5,2.0149030205422647,北京
1069,无工作经验,无学历要求,民营公司,50-150人,金融/投资/证券,10.5,2.3513752571634776,北京
1070,1年经验,本科,民营公司,150-500人,"互联网/电子商务,贸易/进出口",7.5,2.0149030205422647,福州
1071,3-4年经验,本科,民营公司,1000-5000人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",9.0,2.1972245773362196,上海
1073,无工作经验,本科,民营公司,150-500人,"汽车及零配件,电子技术/半导体/集成电路",6.5,1.8718021769015913,武汉
1074,无工作经验,无学历要求,民营公司,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",8.0,2.0794415416798357,广州
1076,1年经验,本科,民营公司,少于50人,"计算机软件,计算机服务(系统、数据服务、维修)",7.5,2.0149030205422647,昆山
1077,无工作经验,无学历要求,民营公司,150-500人,制药/生物工程,7.0,1.9459101490553132,杭州
1078,无工作经验,本科,民营公司,50-150人,"医疗/护理/卫生,制药/生物工程",5.5,1.7047480922384253,合肥
1079,1年经验,本科,民营公司,50-150人,"计算机服务(系统、数据服务、维修),计算机软件",22.5,3.1135153092103742,福州
1080,3-4年经验,本科,民营公司,150-500人,快速消费品(食品、饮料、化妆品),12.5,2.5257286443082556,北京
1081,2年经验,大专,外资（非欧美）,500-1000人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",5.5,1.7047480922384253,深圳
1082,2年经验,大专,民营公司,150-500人,快速消费品(食品、饮料、化妆品),4.0,1.3862943611198906,湖南省
1083,无工作经验,本科,国企,,,12.5,2.5257286443082556,上海
1084,2年经验,本科,民营公司,50-150人,"金融/投资/证券,计算机软件",20.0,2.995732273553991,深圳
1085,无工作经验,大专,民营公司,50-150人,"贸易/进出口,互联网/电子商务",8.0,2.0794415416798357,深圳
1086,3-4年经验,本科,民营公司,150-500人,"计算机软件,互联网/电子商务",10.0,2.302585092994046,济南
1087,无工作经验,大专,民营公司,50-150人,"服装/纺织/皮革,批发/零售",3.75,1.3217558399823195,石家庄
1088,2年经验,大专,民营公司,500-1000人,"计算机软件,通信/电信运营、增值服务",12.5,2.5257286443082556,上海
1089,1年经验,本科,上市公司,1000-5000人,教育/培训/院校,6.0,1.791759469228055,广州
1090,3-4年经验,本科,民营公司,150-500人,计算机软件,7.5,2.0149030205422647,大连
1091,2年经验,本科,非营利组织,50-150人,非营利组织,12.5,2.5257286443082556,广州
1092,2年经验,本科,合资,500-1000人,专业服务(咨询、人力资源、财会),12.5,2.5257286443082556,北京
1093,无工作经验,无学历要求,民营公司,50-150人,"网络游戏,互联网/电子商务",12.5,2.5257286443082556,杭州
1094,2年经验,大专,民营公司,150-500人,"专业服务(咨询、人力资源、财会),网络游戏",3.75,1.3217558399823195,广州
1095,无工作经验,本科,民营公司,150-500人,金融/投资/证券,9.0,2.1972245773362196,北京
1096,无工作经验,无学历要求,民营公司,50-150人,互联网/电子商务,4.25,1.4469189829363254,成都
1097,3-4年经验,本科,民营公司,1000-5000人,互联网/电子商务,9.0,2.1972245773362196,成都
1098,1年经验,大专,非营利组织,500-1000人,非营利组织,9.0,2.1972245773362196,东莞
1099,3-4年经验,大专,外资（非欧美）,50-150人,互联网/电子商务,13.0,2.5649493574615367,上海
1100,无工作经验,大专,民营公司,1000-5000人,"批发/零售,服装/纺织/皮革",2.5,0.9162907318741551,石家庄
1101,无工作经验,本科,上市公司,1000-5000人,教育/培训/院校,19.0,2.9444389791664403,北京
1102,1年经验,大专,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",7.5,2.0149030205422647,广州
1103,2年经验,本科,民营公司,少于50人,"互联网/电子商务,计算机软件",12.5,2.5257286443082556,广州
1104,无工作经验,无学历要求,民营公司,1000-5000人,"贸易/进出口,快速消费品(食品、饮料、化妆品)",5.25,1.6582280766035324,深圳
1105,5-7年经验,本科,民营公司,1000-5000人,"互联网/电子商务,金融/投资/证券",22.5,3.1135153092103742,广州
1106,1年经验,本科,民营公司,150-500人,互联网/电子商务,9.0,2.1972245773362196,广州
1107,1年经验,大专,民营公司,1000-5000人,"教育/培训/院校,互联网/电子商务",7.0,1.9459101490553132,南京
1108,1年经验,本科,民营公司,150-500人,"计算机软件,互联网/电子商务",7.0,1.9459101490553132,上海
1109,3-4年经验,无学历要求,民营公司,50-150人,计算机软件,25.0,3.2188758248682006,上海
1110,1年经验,本科,民营公司,50-150人,"网络游戏,互联网/电子商务",15.0,2.70805020110221,广州
1111,无工作经验,无学历要求,民营公司,10000人以上,"房地产,中介服务",9.0,2.1972245773362196,上海
1112,无工作经验,本科,民营公司,150-500人,"互联网/电子商务,餐饮业",22.5,3.1135153092103742,深圳
1113,无工作经验,无学历要求,民营公司,150-500人,"互联网/电子商务,计算机软件",3.75,1.3217558399823195,宁波
1114,3-4年经验,本科,外资（非欧美）,50-150人,"计算机软件,互联网/电子商务",12.5,2.5257286443082556,深圳
1115,3-4年经验,本科,民营公司,50-150人,计算机软件,30.0,3.4011973816621555,上海
1116,无工作经验,本科,外资（欧美）,少于50人,保险,14.583333333333334,2.6798793241355137,上海
1117,1年经验,本科,合资,50-150人,计算机软件,12.5,2.5257286443082556,上海
1118,1年经验,本科,民营公司,50-150人,"互联网/电子商务,金融/投资/证券",9.0,2.1972245773362196,广州
1119,5-7年经验,本科,上市公司,150-500人,计算机软件,12.5,2.5257286443082556,北京
1120,无工作经验,本科,民营公司,50-150人,"教育/培训/院校,互联网/电子商务",10.0,2.302585092994046,宁波
1121,无工作经验,本科,民营公司,50-150人,贸易/进出口,25.0,3.2188758248682006,深圳
1122,3-4年经验,本科,民营公司,150-500人,"通信/电信运营、增值服务,批发/零售",10.0,2.302585092994046,东莞
1123,1年经验,本科,民营公司,150-500人,"互联网/电子商务,金融/投资/证券",5.0,1.6094379124341003,无锡
1124,1年经验,本科,合资,150-500人,"专业服务(咨询、人力资源、财会),互联网/电子商务",8.5,2.1400661634962708,上海
1125,无工作经验,高中,民营公司,150-500人,金融/投资/证券,9.0,2.1972245773362196,广州
1126,无工作经验,大专,民营公司,50-150人,"计算机软件,环保",5.25,1.6582280766035324,绵阳
1127,3-4年经验,本科,民营公司,1000-5000人,"电气/电力/水利,仪器仪表/工业自动化",11.0,2.3978952727983707,深圳
1128,3-4年经验,无学历要求,民营公司,1000-5000人,"租赁服务,互联网/电子商务",9.0,2.1972245773362196,昆明
1129,2年经验,本科,民营公司,150-500人,"快速消费品(食品、饮料、化妆品),多元化业务集团公司",9.0,2.1972245773362196,广州
1130,3-4年经验,本科,民营公司,150-500人,"互联网/电子商务,计算机软件",15.0,2.70805020110221,杭州
1131,1年经验,本科,上市公司,500-1000人,"互联网/电子商务,计算机软件",5.25,1.6582280766035324,长春
1132,无工作经验,无学历要求,外资（欧美）,150-500人,"计算机服务(系统、数据服务、维修),计算机软件",10.416666666666668,2.3434070875143007,上海
1133,无工作经验,无学历要求,民营公司,150-500人,"影视/媒体/艺术/文化传播,公关/市场推广/会展",3.75,1.3217558399823195,成都
1134,3-4年经验,博士,民营公司,少于50人,"新能源,计算机服务(系统、数据服务、维修)",27.5,3.3141860046725258,杭州
1135,无工作经验,无学历要求,外资（非欧美）,50-150人,"计算机服务(系统、数据服务、维修),通信/电信/网络设备",11.5,2.4423470353692043,天津
1136,无工作经验,本科,国企,1000-5000人,"计算机硬件,计算机服务(系统、数据服务、维修)",10.416666666666668,2.3434070875143007,北京
1137,3-4年经验,本科,民营公司,10000人以上,金融/投资/证券,15.0,2.70805020110221,深圳
1138,2年经验,本科,民营公司,少于50人,租赁服务,15.0,2.70805020110221,深圳
1139,3-4年经验,本科,民营公司,50-150人,"汽车及零配件,多元化业务集团公司",10.0,2.302585092994046,宁波
1140,2年经验,本科,民营公司,5000-10000人,金融/投资/证券,9.5,2.2512917986064953,成都
1141,1年经验,本科,民营公司,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",12.5,2.5257286443082556,上海
1142,1年经验,本科,民营公司,150-500人,"计算机软件,计算机硬件",5.5,1.7047480922384253,广州
1143,2年经验,大专,民营公司,150-500人,"互联网/电子商务,贸易/进出口",5.25,1.6582280766035324,郑州
1144,2年经验,无学历要求,民营公司,50-150人,互联网/电子商务,3.75,1.3217558399823195,桂林
1145,1年经验,大专,创业公司,少于50人,"公关/市场推广/会展,专业服务(咨询、人力资源、财会)",4.0,1.3862943611198906,郑州
1146,无工作经验,硕士,创业公司,150-500人,计算机软件,15.0,2.70805020110221,北京
1147,无工作经验,本科,国企,1000-5000人,互联网/电子商务,9.0,2.1972245773362196,惠州
1148,1年经验,本科,外资（欧美）,150-500人,"互联网/电子商务,计算机软件",7.0,1.9459101490553132,上海
1149,3-4年经验,本科,国企,1000-5000人,"计算机软件,计算机服务(系统、数据服务、维修)",17.5,2.8622008809294686,深圳
1150,2年经验,本科,民营公司,150-500人,"计算机服务(系统、数据服务、维修),互联网/电子商务",15.0,2.70805020110221,上海
1151,3-4年经验,本科,民营公司,500-1000人,"计算机软件,互联网/电子商务",12.5,2.5257286443082556,天津
1152,无工作经验,大专,民营公司,150-500人,"贸易/进出口,互联网/电子商务",9.0,2.1972245773362196,福州
1153,2年经验,硕士,创业公司,少于50人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",15.0,2.70805020110221,北京
1154,无工作经验,本科,民营公司,1000-5000人,"互联网/电子商务,制药/生物工程",12.5,2.5257286443082556,广州
1155,1年经验,本科,民营公司,150-500人,会计/审计,9.0,2.1972245773362196,杭州
1156,5-7年经验,本科,民营公司,500-1000人,"计算机软件,建筑/建材/工程",25.0,3.2188758248682006,上海
1157,1年经验,本科,民营公司,500-1000人,"金融/投资/证券,互联网/电子商务",10.0,2.302585092994046,上海
1158,无工作经验,无学历要求,民营公司,150-500人,影视/媒体/艺术/文化传播,10.0,2.302585092994046,北京
1159,1年经验,大专,民营公司,150-500人,"贸易/进出口,互联网/电子商务",7.5,2.0149030205422647,深圳
1160,3-4年经验,无学历要求,民营公司,1000-5000人,"互联网/电子商务,金融/投资/证券",19.0,2.9444389791664403,深圳
1161,2年经验,高中,民营公司,50-150人,"服装/纺织/皮革,批发/零售",7.0,1.9459101490553132,广州
1162,无工作经验,无学历要求,民营公司,50-150人,"文字媒体/出版,环保",9.0,2.1972245773362196,上海
1163,2年经验,本科,民营公司,1000-5000人,"互联网/电子商务,计算机软件",22.5,3.1135153092103742,北京
1164,5-7年经验,本科,创业公司,1000-5000人,互联网/电子商务,18.5,2.917770732084279,北京
1165,5-7年经验,本科,民营公司,500-1000人,医疗设备/器械,9.0,2.1972245773362196,长沙
1166,3-4年经验,本科,创业公司,150-500人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",12.5,2.5257286443082556,武汉
1167,3-4年经验,本科,上市公司,500-1000人,"快速消费品(食品、饮料、化妆品),原材料和加工",9.0,2.1972245773362196,广州
1168,无工作经验,无学历要求,上市公司,500-1000人,"互联网/电子商务,通信/电信运营、增值服务",15.0,2.70805020110221,广州
1169,2年经验,本科,非营利组织,少于50人,"学术/科研,政府/公共事业",18.75,2.9311937524164198,北京
1170,无工作经验,无学历要求,民营公司,150-500人,"互联网/电子商务,网络游戏",15.0,2.70805020110221,成都
1171,3-4年经验,本科,民营公司,50-150人,互联网/电子商务,11.5,2.4423470353692043,深圳
1172,2年经验,大专,民营公司,50-150人,金融/投资/证券,7.5,2.0149030205422647,广州
1173,3-4年经验,本科,外资（非欧美）,1000-5000人,交通/运输/物流,22.5,3.1135153092103742,上海
1174,3-4年经验,无学历要求,民营公司,50-150人,"互联网/电子商务,广告",17.5,2.8622008809294686,上海
1175,3-4年经验,本科,民营公司,50-150人,专业服务(咨询、人力资源、财会),10.416666666666668,2.3434070875143007,上海
1176,3-4年经验,大专,民营公司,少于50人,"互联网/电子商务,计算机软件",9.0,2.1972245773362196,长沙
1177,无工作经验,大专,民营公司,500-1000人,"金融/投资/证券,法律",5.25,1.6582280766035324,昆山
1178,1年经验,本科,民营公司,少于50人,"贸易/进出口,互联网/电子商务",11.5,2.4423470353692043,广州
1179,3-4年经验,本科,外资（欧美）,1000-5000人,"快速消费品(食品、饮料、化妆品),制药/生物工程",14.583333333333334,2.6798793241355137,广州
1180,2年经验,本科,民营公司,500-1000人,金融/投资/证券,14.0,2.6390573296152584,广州
1181,1年经验,本科,民营公司,1000-5000人,"办公用品及设备,互联网/电子商务",9.0,2.1972245773362196,上海
1182,3-4年经验,本科,民营公司,150-500人,"互联网/电子商务,服装/纺织/皮革",17.5,2.8622008809294686,北京
1183,2年经验,大专,上市公司,150-500人,"金融/投资/证券,租赁服务",17.5,2.8622008809294686,东莞
1184,无工作经验,本科,国企,150-500人,"仪器仪表/工业自动化,计算机软件",9.0,2.1972245773362196,北京
1185,3-4年经验,本科,创业公司,少于50人,"金融/投资/证券,银行",12.5,2.5257286443082556,上海
1186,3-4年经验,本科,合资,500-1000人,快速消费品(食品、饮料、化妆品),14.5,2.6741486494265287,深圳
1187,无工作经验,无学历要求,民营公司,150-500人,"贸易/进出口,汽车及零配件",7.0,1.9459101490553132,广州
1188,无工作经验,大专,合资,150-500人,"汽车及零配件,贸易/进出口",10.0,2.302585092994046,上海
1189,2年经验,本科,民营公司,50-150人,互联网/电子商务,10.0,2.302585092994046,珠海
1190,3-4年经验,本科,民营公司,150-500人,"互联网/电子商务,家具/家电/玩具/礼品",6.5,1.8718021769015913,佛山
1191,3-4年经验,大专,外资（非欧美）,150-500人,计算机软件,13.0,2.5649493574615367,广州
1192,无工作经验,本科,民营公司,50-150人,"计算机软件,环保",11.0,2.3978952727983707,北京
1193,1年经验,本科,外资（非欧美）,1000-5000人,互联网/电子商务,7.0,1.9459101490553132,杭州
1194,3-4年经验,本科,民营公司,500-1000人,"互联网/电子商务,服装/纺织/皮革",12.5,2.5257286443082556,深圳
1196,2年经验,无学历要求,上市公司,150-500人,"政府/公共事业,建筑/建材/工程",12.5,2.5257286443082556,广州
1197,2年经验,大专,民营公司,50-150人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",6.0,1.791759469228055,昆明
1198,无工作经验,本科,民营公司,1000-5000人,"家居/室内设计/装潢,互联网/电子商务",20.0,2.995732273553991,广州
1199,无工作经验,本科,民营公司,500-1000人,"计算机软件,建筑/建材/工程",18.75,2.9311937524164198,杭州
1200,无工作经验,无学历要求,民营公司,150-500人,"互联网/电子商务,计算机软件",17.5,2.8622008809294686,上海
1201,2年经验,本科,民营公司,少于50人,"互联网/电子商务,贸易/进出口",10.0,2.302585092994046,上海
1202,1年经验,大专,外资（非欧美）,5000-10000人,"批发/零售,奢侈品/收藏品/工艺品/珠宝",7.0,1.9459101490553132,上海
1203,无工作经验,无学历要求,上市公司,1000-5000人,"环保,家具/家电/玩具/礼品",12.5,2.5257286443082556,上海
1204,无工作经验,无学历要求,民营公司,500-1000人,物业管理/商业中心,15.0,2.70805020110221,武汉
1205,2年经验,本科,上市公司,150-500人,"通信/电信/网络设备,通信/电信运营、增值服务",9.0,2.1972245773362196,深圳
1206,10年以上经验,本科,外资（非欧美）,1000-5000人,"计算机服务(系统、数据服务、维修),计算机软件",22.5,3.1135153092103742,北京
1207,3-4年经验,本科,民营公司,50-150人,互联网/电子商务,30.0,3.4011973816621555,广州
1208,无工作经验,大专,民营公司,150-500人,批发/零售,3.75,1.3217558399823195,枣庄
1209,1年经验,本科,民营公司,500-1000人,通信/电信运营、增值服务,6.5,1.8718021769015913,贵阳
1210,无工作经验,无学历要求,民营公司,1000-5000人,"互联网/电子商务,原材料和加工",17.5,2.8622008809294686,上海
1211,2年经验,硕士,民营公司,50-150人,学术/科研,10.0,2.302585092994046,昆明
1212,3-4年经验,大专,民营公司,150-500人,服装/纺织/皮革,5.833333333333334,1.7635885922613588,济南
1213,3-4年经验,本科,合资,少于50人,医疗/护理/卫生,11.0,2.3978952727983707,上海
1214,2年经验,本科,外资（非欧美）,150-500人,租赁服务,7.5,2.0149030205422647,杭州
1215,1年经验,本科,民营公司,50-150人,"互联网/电子商务,计算机软件",6.0,1.791759469228055,海口
1216,无工作经验,大专,民营公司,1000-5000人,交通/运输/物流,7.0,1.9459101490553132,宁波
1217,无工作经验,无学历要求,国企,50-150人,"金融/投资/证券,租赁服务",9.0,2.1972245773362196,合肥
1218,1年经验,本科,民营公司,50-150人,"计算机服务(系统、数据服务、维修),计算机软件",5.0,1.6094379124341003,贵阳
1219,无工作经验,无学历要求,民营公司,1000-5000人,制药/生物工程,10.5,2.3513752571634776,广州
1220,3-4年经验,本科,民营公司,500-1000人,建筑/建材/工程,12.5,2.5257286443082556,浙江省
1221,1年经验,本科,外资（非欧美）,150-500人,"计算机软件,网络游戏",11.5,2.4423470353692043,成都
