,exp,edu,type,scale,industry,avgsalary,lnsalary,city
570,无工作经验,中专,民营公司,150-500人,金融/投资/证券,7.5,2.0149030205422647,广州
571,5年以上经验,本科,民营公司,150-500人,"互联网/电子商务,计算机软件",32.5,3.481240089335692,上海
572,3-4年经验,大专,民营公司,少于50人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",7.0,1.9459101490553128,深圳
573,2年经验,本科,民营公司,150-500人,计算机软件,14.0,2.6390573296152584,武汉
574,无工作经验,本科,民营公司,50-150人,计算机服务(系统、数据服务、维修),7.5,2.0149030205422647,上海
575,2年经验,本科,上市公司,1000-5000人,互联网/电子商务,11.5,2.4423470353692043,上海
576,2年经验,大专,民营公司,150-500人,计算机软件,7.0,1.9459101490553128,其他
577,无工作经验,本科,民营公司,1000-5000人,"计算机服务(系统、数据服务、维修),计算机硬件",5.25,1.6582280766035324,北京
578,无工作经验,本科,民营公司,50-150人,"计算机软件,互联网/电子商务",5.25,1.6582280766035324,其他
579,无工作经验,无学历要求,国企,150-500人,"影视/媒体/艺术/文化传播,互联网/电子商务",10.833333333333334,2.3826278006675823,武汉
580,无工作经验,本科,民营公司,150-500人,"互联网/电子商务,金融/投资/证券",6.0,1.791759469228055,杭州
581,无工作经验,无学历要求,民营公司,150-500人,"网络游戏,互联网/电子商务",11.5,2.4423470353692043,上海
582,2年经验,本科,外资企业,500-1000人,"批发/零售,互联网/电子商务",14.5,2.6741486494265287,广州
583,2年经验,大专,民营公司,50-150人,制药/生物工程,22.5,3.1135153092103742,广州
584,3-4年经验,本科,民营公司,500-1000人,服装/纺织/皮革,12.5,2.525728644308256,深圳
585,2年经验,本科,民营公司,50-150人,"医疗设备/器械,制药/生物工程",6.5,1.8718021769015916,武汉
586,2年经验,无学历要求,外资企业,150-500人,"物业管理/商业中心,房地产",15.5,2.740840023925201,广州
587,无工作经验,无学历要求,民营公司,少于50人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",12.5,2.525728644308256,杭州
588,1年经验,本科,民营公司,150-500人,互联网/电子商务,5.0,1.6094379124341005,其他
589,1年经验,硕士,民营公司,50-150人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553128,合肥
590,2年经验,本科,合资,150-500人,快速消费品(食品、饮料、化妆品),12.5,2.525728644308256,上海
591,1年经验,本科,民营公司,10000人以上,"多元化业务集团公司,制药/生物工程",14.0,2.6390573296152584,其他
592,无工作经验,无学历要求,民营公司,150-500人,"汽车及零配件,批发/零售",9.5,2.2512917986064958,武汉
593,2年经验,本科,民营公司,150-500人,"计算机软件,网络游戏",10.0,2.302585092994046,上海
594,1年经验,本科,民营公司,50-150人,互联网/电子商务,5.5,1.7047480922384253,其他
595,5年以上经验,大专,民营公司,150-500人,计算机软件,16.0,2.772588722239781,其他
596,3-4年经验,本科,民营公司,50-150人,互联网/电子商务,11.5,2.4423470353692043,武汉
597,2年经验,大专,民营公司,1000-5000人,"家具/家电/玩具/礼品,家居/室内设计/装潢",11.5,2.4423470353692043,广州
598,3-4年经验,大专,民营公司,150-500人,"互联网/电子商务,制药/生物工程",7.0,1.9459101490553128,广州
599,5年以上经验,本科,民营公司,少于50人,制药/生物工程,7.0,1.9459101490553128,广州
600,3-4年经验,本科,民营公司,150-500人,"互联网/电子商务,服装/纺织/皮革",15.0,2.70805020110221,广州
601,3-4年经验,本科,民营公司,50-150人,"交通/运输/物流,互联网/电子商务",9.0,2.19722457733622,广州
602,2年经验,大专,民营公司,50-150人,互联网/电子商务,6.0,1.791759469228055,武汉
603,2年经验,本科,外资企业,500-1000人,"通信/电信运营、增值服务,互联网/电子商务",12.5,2.525728644308256,上海
604,1年经验,大专,民营公司,少于50人,"互联网/电子商务,贸易/进出口",8.0,2.079441541679836,深圳
605,1年经验,大专,民营公司,50-150人,"公关/市场推广/会展,影视/媒体/艺术/文化传播",6.5,1.8718021769015916,广州
606,1年经验,本科,民营公司,50-150人,"贸易/进出口,互联网/电子商务",8.0,2.079441541679836,广州
607,1年经验,硕士,民营公司,150-500人,互联网/电子商务,15.0,2.70805020110221,深圳
608,3-4年经验,本科,民营公司,150-500人,"互联网/电子商务,计算机软件",12.5,2.525728644308256,广州
609,1年经验,本科,民营公司,少于50人,"计算机软件,金融/投资/证券",6.0,1.791759469228055,杭州
610,无工作经验,大专,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",9.0,2.19722457733622,其他
611,1年经验,无学历要求,创业公司,少于50人,"影视/媒体/艺术/文化传播,公关/市场推广/会展",3.75,1.3217558399823195,其他
612,3-4年经验,本科,合资,150-500人,"政府/公共事业,建筑/建材/工程",8.0,2.079441541679836,其他
613,2年经验,大专,民营公司,50-150人,"网络游戏,互联网/电子商务",11.5,2.4423470353692043,广州
614,无工作经验,大专,民营公司,150-500人,金融/投资/证券,9.0,2.19722457733622,广州
615,2年经验,本科,民营公司,50-150人,互联网/电子商务,22.5,3.1135153092103742,深圳
616,3-4年经验,本科,民营公司,500-1000人,影视/媒体/艺术/文化传播,12.5,2.525728644308256,上海
617,2年经验,大专,民营公司,50-150人,广告,9.0,2.19722457733622,上海
618,1年经验,大专,民营公司,50-150人,"制药/生物工程,医疗/护理/卫生",3.5,1.252762968495368,其他
619,1年经验,本科,合资,150-500人,"汽车及零配件,交通/运输/物流",9.0,2.19722457733622,上海
620,无工作经验,硕士,外资企业,少于50人,专业服务(咨询、人力资源、财会),10.0,2.302585092994046,其他
621,无工作经验,无学历要求,民营公司,50-150人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",5.0,1.6094379124341005,南京
622,无工作经验,无学历要求,合资,1000-5000人,互联网/电子商务,9.0,2.19722457733622,南京
623,2年经验,本科,民营公司,50-150人,"计算机服务(系统、数据服务、维修),计算机软件",25.0,3.218875824868201,上海
624,5年以上经验,本科,上市公司,1000-5000人,"计算机软件,计算机服务(系统、数据服务、维修)",20.0,2.995732273553991,广州
625,1年经验,大专,民营公司,少于50人,"通信/电信运营、增值服务,通信/电信/网络设备",7.0,1.9459101490553128,广州
626,1年经验,本科,民营公司,50-150人,金融/投资/证券,6.0,1.791759469228055,武汉
627,无工作经验,本科,民营公司,500-1000人,"多元化业务集团公司,互联网/电子商务",12.5,2.525728644308256,北京
628,无工作经验,本科,民营公司,50-150人,互联网/电子商务,7.0,1.9459101490553128,广州
629,2年经验,本科,民营公司,50-150人,"互联网/电子商务,批发/零售",12.5,2.525728644308256,上海
630,1年经验,无学历要求,民营公司,150-500人,服装/纺织/皮革,7.5,2.0149030205422647,其他
631,2年经验,本科,国企,150-500人,石油/化工/矿产/地质,8.0,2.079441541679836,上海
632,无工作经验,本科,外资企业,50-150人,"专业服务(咨询、人力资源、财会),计算机软件",10.416666666666668,2.3434070875143007,上海
633,3-4年经验,本科,民营公司,少于50人,"物业管理/商业中心,专业服务(咨询、人力资源、财会)",25.0,3.218875824868201,广州
634,无工作经验,中专,民营公司,150-500人,金融/投资/证券,9.0,2.19722457733622,广州
635,无工作经验,中专,民营公司,少于50人,金融/投资/证券,8.0,2.079441541679836,成都
636,3-4年经验,本科,民营公司,500-1000人,"互联网/电子商务,酒店/旅游",15.0,2.70805020110221,深圳
637,无工作经验,无学历要求,民营公司,50-150人,"计算机软件,专业服务(咨询、人力资源、财会)",11.5,2.4423470353692043,上海
638,无工作经验,本科,民营公司,150-500人,"互联网/电子商务,贸易/进出口",7.5,2.0149030205422647,广州
639,2年经验,本科,民营公司,500-1000人,"金融/投资/证券,互联网/电子商务",26.5,3.277144732992177,上海
640,2年经验,大专,外资企业,150-500人,互联网/电子商务,9.0,2.19722457733622,广州
641,无工作经验,无学历要求,外资企业,1000-5000人,"检测，认证,贸易/进出口",8.0,2.079441541679836,深圳
642,无工作经验,本科,民营公司,150-500人,网络游戏,15.0,2.70805020110221,深圳
643,无工作经验,大专,民营公司,少于50人,"计算机软件,教育/培训/院校",5.25,1.6582280766035324,其他
644,3-4年经验,本科,民营公司,50-150人,"餐饮业,计算机软件",7.5,2.0149030205422647,武汉
645,3-4年经验,本科,国企,500-1000人,"互联网/电子商务,汽车及零配件",11.5,2.4423470353692043,武汉
646,无工作经验,大专,民营公司,50-150人,金融/投资/证券,9.5,2.2512917986064958,广州
647,3-4年经验,大专,民营公司,50-150人,计算机软件,12.5,2.525728644308256,其他
648,3-4年经验,本科,合资,1000-5000人,"计算机软件,计算机服务(系统、数据服务、维修)",11.0,2.3978952727983707,广州
649,2年经验,本科,民营公司,150-500人,互联网/电子商务,10.5,2.3513752571634776,深圳
650,2年经验,本科,上市公司,500-1000人,"互联网/电子商务,计算机软件",14.0,2.6390573296152584,深圳
651,2年经验,大专,民营公司,50-150人,制药/生物工程,12.5,2.525728644308256,广州
652,2年经验,本科,民营公司,5000-10000人,"互联网/电子商务,计算机软件",9.0,2.19722457733622,其他
653,1年经验,本科,民营公司,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",6.0,1.791759469228055,广州
654,3-4年经验,本科,上市公司,5000-10000人,"办公用品及设备,多元化业务集团公司",12.5,2.525728644308256,上海
655,无工作经验,本科,民营公司,50-150人,建筑/建材/工程,3.5,1.252762968495368,其他
656,2年经验,大专,民营公司,1000-5000人,"房地产,互联网/电子商务",7.0,1.9459101490553128,广州
657,无工作经验,硕士,民营公司,50-150人,制药/生物工程,12.5,2.525728644308256,北京
658,无工作经验,高中,民营公司,150-500人,金融/投资/证券,9.0,2.19722457733622,广州
659,5年以上经验,本科,民营公司,50-150人,"交通/运输/物流,批发/零售",6.0,1.791759469228055,其他
660,3-4年经验,大专,民营公司,150-500人,互联网/电子商务,16.0,2.772588722239781,上海
661,无工作经验,无学历要求,合资,50-150人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",12.5,2.525728644308256,上海
662,无工作经验,无学历要求,民营公司,少于50人,计算机服务(系统、数据服务、维修),12.5,2.525728644308256,其他
663,2年经验,本科,民营公司,1000-5000人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",12.5,2.525728644308256,上海
664,无工作经验,无学历要求,民营公司,少于50人,互联网/电子商务,20.0,2.995732273553991,上海
665,1年经验,无学历要求,民营公司,500-1000人,"计算机软件,金融/投资/证券",12.0,2.4849066497880004,上海
666,3-4年经验,大专,民营公司,50-150人,互联网/电子商务,20.0,2.995732273553991,北京
667,1年经验,本科,民营公司,,"计算机软件,互联网/电子商务",7.5,2.0149030205422647,上海
668,2年经验,大专,民营公司,500-1000人,互联网/电子商务,10.0,2.302585092994046,上海
669,5年以上经验,大专,民营公司,5000-10000人,快速消费品(食品、饮料、化妆品),6.5,1.8718021769015916,其他
670,3-4年经验,本科,民营公司,50-150人,"计算机软件,互联网/电子商务",13.0,2.5649493574615367,上海
671,无工作经验,无学历要求,民营公司,50-150人,专业服务(咨询、人力资源、财会),4.5,1.5040773967762742,成都
672,无工作经验,本科,民营公司,少于50人,计算机软件,11.5,2.4423470353692043,广州
673,3-4年经验,大专,民营公司,1000-5000人,服装/纺织/皮革,7.0,1.9459101490553128,其他
674,2年经验,大专,创业公司,50-150人,互联网/电子商务,17.5,2.862200880929469,杭州
675,无工作经验,无学历要求,民营公司,150-500人,"金融/投资/证券,信托/担保/拍卖/典当",6.0,1.791759469228055,其他
676,1年经验,大专,民营公司,50-150人,"生活服务,批发/零售",9.0,2.19722457733622,深圳
677,3-4年经验,大专,民营公司,150-500人,"互联网/电子商务,金融/投资/证券",12.5,2.525728644308256,杭州
678,无工作经验,无学历要求,民营公司,500-1000人,"计算机软件,互联网/电子商务",7.0,1.9459101490553128,其他
679,1年经验,本科,外资企业,50-150人,"公关/市场推广/会展,专业服务(咨询、人力资源、财会)",12.5,2.525728644308256,上海
680,1年经验,大专,外资企业,5000-10000人,"电子技术/半导体/集成电路,计算机硬件",8.5,2.1400661634962708,深圳
681,3-4年经验,本科,民营公司,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",15.0,2.70805020110221,杭州
682,无工作经验,本科,合资,500-1000人,"教育/培训/院校,互联网/电子商务",12.5,2.525728644308256,上海
683,1年经验,大专,合资,500-1000人,"计算机软件,通信/电信运营、增值服务",7.0,1.9459101490553128,北京
684,2年经验,本科,民营公司,150-500人,"电子技术/半导体/集成电路,互联网/电子商务",9.0,2.19722457733622,北京
685,无工作经验,大专,民营公司,50-150人,外包服务,7.0,1.9459101490553128,西安
686,3-4年经验,本科,民营公司,50-150人,"互联网/电子商务,广告",15.0,2.70805020110221,深圳
687,5年以上经验,本科,民营公司,150-500人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",22.5,3.1135153092103742,广州
688,1年经验,大专,民营公司,50-150人,"金融/投资/证券,教育/培训/院校",7.0,1.9459101490553128,其他
689,无工作经验,大专,民营公司,50-150人,"互联网/电子商务,贸易/进出口",7.5,2.0149030205422647,广州
690,无工作经验,本科,民营公司,1000-5000人,"批发/零售,服装/纺织/皮革",3.75,1.3217558399823195,其他
691,无工作经验,无学历要求,民营公司,150-500人,美容/保健,17.5,2.862200880929469,武汉
692,3-4年经验,本科,上市公司,1000-5000人,"计算机软件,互联网/电子商务",10.0,2.302585092994046,成都
693,1年经验,本科,民营公司,500-1000人,"金融/投资/证券,信托/担保/拍卖/典当",7.0,1.9459101490553128,杭州
694,2年经验,本科,民营公司,500-1000人,"互联网/电子商务,通信/电信运营、增值服务",17.5,2.862200880929469,深圳
695,3-4年经验,本科,国企,1000-5000人,多元化业务集团公司,14.583333333333334,2.6798793241355137,武汉
696,3-4年经验,本科,民营公司,50-150人,计算机软件,12.5,2.525728644308256,西安
697,3-4年经验,本科,民营公司,1000-5000人,互联网/电子商务,22.5,3.1135153092103742,广州
698,无工作经验,本科,民营公司,50-150人,计算机软件,4.5,1.5040773967762742,广州
699,无工作经验,无学历要求,民营公司,50-150人,"酒店/旅游,多元化业务集团公司",7.0,1.9459101490553128,其他
700,2年经验,本科,上市公司,150-500人,互联网/电子商务,12.5,2.525728644308256,深圳
701,3-4年经验,大专,民营公司,50-150人,"计算机软件,互联网/电子商务",7.0,1.9459101490553128,广州
702,1年经验,本科,民营公司,10000人以上,互联网/电子商务,5.25,1.6582280766035324,其他
703,1年经验,大专,民营公司,150-500人,"金融/投资/证券,互联网/电子商务",7.0,1.9459101490553128,广州
704,无工作经验,无学历要求,民营公司,少于50人,网络游戏,7.5,2.0149030205422647,广州
705,无工作经验,大专,民营公司,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",5.0,1.6094379124341005,广州
706,无工作经验,无学历要求,民营公司,150-500人,互联网/电子商务,9.0,2.19722457733622,上海
707,2年经验,本科,合资,1000-5000人,互联网/电子商务,12.5,2.525728644308256,上海
708,3-4年经验,本科,民营公司,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",11.5,2.4423470353692043,其他
709,2年经验,本科,外资企业,150-500人,"贸易/进出口,多元化业务集团公司",9.0,2.19722457733622,上海
710,无工作经验,硕士,民营公司,500-1000人,"计算机软件,计算机硬件",4.0,1.3862943611198906,其他
711,无工作经验,本科,民营公司,少于50人,计算机服务(系统、数据服务、维修),7.0,1.9459101490553128,北京
712,2年经验,硕士,上市公司,1000-5000人,"计算机软件,计算机服务(系统、数据服务、维修)",7.0,1.9459101490553128,合肥
713,1年经验,本科,外资企业,5000-10000人,"电子技术/半导体/集成电路,计算机硬件",5.0,1.6094379124341005,成都
714,无工作经验,无学历要求,上市公司,150-500人,计算机软件,17.5,2.862200880929469,上海
715,2年经验,大专,民营公司,500-1000人,"互联网/电子商务,通信/电信/网络设备",5.75,1.749199854809259,武汉
716,无工作经验,无学历要求,民营公司,10000人以上,互联网/电子商务,22.5,3.1135153092103742,北京
717,3-4年经验,本科,民营公司,150-500人,"电气/电力/水利,房地产",10.5,2.3513752571634776,其他
718,3-4年经验,本科,民营公司,50-150人,"互联网/电子商务,计算机软件",22.5,3.1135153092103742,深圳
719,无工作经验,高中,民营公司,150-500人,"金融/投资/证券,互联网/电子商务",7.0,1.9459101490553128,广州
720,无工作经验,无学历要求,民营公司,150-500人,"建筑/建材/工程,物业管理/商业中心",7.0,1.9459101490553128,上海
721,无工作经验,本科,上市公司,500-1000人,"多元化业务集团公司,互联网/电子商务",15.0,2.70805020110221,上海
722,无工作经验,无学历要求,民营公司,1000-5000人,"多元化业务集团公司,交通/运输/物流",7.0,1.9459101490553128,广州
723,无工作经验,无学历要求,外资企业,150-500人,"专业服务(咨询、人力资源、财会),金融/投资/证券",12.5,2.525728644308256,上海
724,2年经验,本科,民营公司,50-150人,"新能源,电气/电力/水利",22.916666666666664,3.131864447878571,上海
725,2年经验,本科,上市公司,1000-5000人,计算机软件,9.0,2.19722457733622,合肥
726,无工作经验,本科,合资,150-500人,"计算机服务(系统、数据服务、维修),专业服务(咨询、人力资源、财会)",12.5,2.525728644308256,上海
727,1年经验,大专,民营公司,150-500人,互联网/电子商务,12.5,2.525728644308256,杭州
728,1年经验,大专,民营公司,500-1000人,"互联网/电子商务,教育/培训/院校",10.5,2.3513752571634776,广州
729,2年经验,大专,民营公司,150-500人,餐饮业,5.5,1.7047480922384253,其他
730,2年经验,大专,国企,1000-5000人,"餐饮业,酒店/旅游",5.0,1.6094379124341005,杭州
731,2年经验,本科,民营公司,50-150人,互联网/电子商务,6.5,1.8718021769015916,广州
732,无工作经验,无学历要求,民营公司,150-500人,金融/投资/证券,7.0,1.9459101490553128,广州
733,2年经验,本科,民营公司,150-500人,"计算机软件,通信/电信运营、增值服务",12.5,2.525728644308256,上海
734,2年经验,大专,民营公司,150-500人,"服装/纺织/皮革,互联网/电子商务",10.5,2.3513752571634776,广州
735,1年经验,硕士,国企,500-1000人,"医疗/护理/卫生,计算机软件",5.25,1.6582280766035324,武汉
736,3-4年经验,无学历要求,民营公司,150-500人,"生活服务,专业服务(咨询、人力资源、财会)",22.5,3.1135153092103742,深圳
737,无工作经验,无学历要求,合资,500-1000人,新能源,17.5,2.862200880929469,上海
738,无工作经验,无学历要求,民营公司,500-1000人,"通信/电信运营、增值服务,互联网/电子商务",7.5,2.0149030205422647,广州
739,2年经验,本科,外资企业,150-500人,"网络游戏,计算机软件",20.0,2.995732273553991,上海
740,无工作经验,本科,民营公司,150-500人,专业服务(咨询、人力资源、财会),12.5,2.525728644308256,上海
741,2年经验,大专,民营公司,1000-5000人,多元化业务集团公司,6.25,1.8325814637483104,广州
742,2年经验,本科,民营公司,50-150人,网络游戏,8.0,2.079441541679836,其他
743,2年经验,本科,民营公司,150-500人,"互联网/电子商务,计算机软件",6.5,1.8718021769015916,深圳
744,2年经验,本科,创业公司,少于50人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",11.5,2.4423470353692043,南京
745,2年经验,大专,外资企业,500-1000人,金融/投资/证券,9.0,2.19722457733622,武汉
746,无工作经验,无学历要求,民营公司,150-500人,"互联网/电子商务,计算机软件",15.0,2.70805020110221,杭州
747,无工作经验,无学历要求,合资,1000-5000人,"教育/培训/院校,计算机软件",15.0,2.70805020110221,深圳
748,3-4年经验,大专,民营公司,50-150人,"互联网/电子商务,影视/媒体/艺术/文化传播",6.0,1.791759469228055,其他
749,3-4年经验,大专,民营公司,500-1000人,服装/纺织/皮革,15.0,2.70805020110221,其他
750,无工作经验,无学历要求,民营公司,50-150人,"互联网/电子商务,印刷/包装/造纸",5.25,1.6582280766035324,成都
751,2年经验,无学历要求,民营公司,50-150人,网络游戏,12.5,2.525728644308256,上海
752,1年经验,本科,上市公司,500-1000人,互联网/电子商务,7.0,1.9459101490553128,上海
753,1年经验,本科,民营公司,10000人以上,"互联网/电子商务,家具/家电/玩具/礼品",15.0,2.70805020110221,其他
754,无工作经验,无学历要求,外资企业,150-500人,"汽车及零配件,专业服务(咨询、人力资源、财会)",8.0,2.079441541679836,上海
755,2年经验,大专,民营公司,150-500人,"电子技术/半导体/集成电路,计算机软件",5.0,1.6094379124341005,成都
756,2年经验,本科,民营公司,150-500人,物业管理/商业中心,7.0,1.9459101490553128,广州
757,无工作经验,无学历要求,上市公司,10000人以上,"房地产,专业服务(咨询、人力资源、财会)",9.0,2.19722457733622,深圳
758,无工作经验,硕士,上市公司,1000-5000人,"房地产,专业服务(咨询、人力资源、财会)",7.5,2.0149030205422647,成都
759,5年以上经验,本科,民营公司,50-150人,服装/纺织/皮革,12.5,2.525728644308256,深圳
760,3-4年经验,本科,民营公司,少于50人,计算机软件,20.0,2.995732273553991,上海
761,无工作经验,中专,民营公司,150-500人,金融/投资/证券,7.0,1.9459101490553128,广州
762,1年经验,大专,民营公司,50-150人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",7.0,1.9459101490553128,上海
763,无工作经验,中专,民营公司,150-500人,金融/投资/证券,22.5,3.1135153092103742,广州
764,无工作经验,本科,民营公司,少于50人,"计算机软件,金融/投资/证券",12.5,2.525728644308256,杭州
765,2年经验,本科,民营公司,500-1000人,"信托/担保/拍卖/典当,中介服务",12.5,2.525728644308256,杭州
766,无工作经验,无学历要求,民营公司,500-1000人,互联网/电子商务,11.5,2.4423470353692043,上海
767,2年经验,大专,民营公司,50-150人,计算机软件,7.5,2.0149030205422647,广州
768,无工作经验,无学历要求,民营公司,150-500人,"计算机服务(系统、数据服务、维修),计算机软件",12.5,2.525728644308256,其他
769,2年经验,硕士,民营公司,50-150人,"计算机服务(系统、数据服务、维修),计算机软件",30.0,3.4011973816621555,其他
770,1年经验,本科,民营公司,50-150人,"网络游戏,计算机软件",7.0,1.9459101490553128,其他
771,2年经验,大专,合资,10000人以上,"交通/运输/物流,互联网/电子商务",9.0,2.19722457733622,上海
772,无工作经验,硕士,民营公司,50-150人,"计算机服务(系统、数据服务、维修),环保",11.0,2.3978952727983707,北京
773,3-4年经验,本科,民营公司,50-150人,"金融/投资/证券,互联网/电子商务",10.0,2.302585092994046,成都
774,2年经验,本科,外资企业,500-1000人,"广告,影视/媒体/艺术/文化传播",14.0,2.6390573296152584,上海
775,2年经验,本科,民营公司,150-500人,"计算机软件,互联网/电子商务",15.0,2.70805020110221,上海
776,3-4年经验,本科,国企,500-1000人,制药/生物工程,10.416666666666668,2.3434070875143007,北京
777,3-4年经验,本科,民营公司,150-500人,网络游戏,15.0,2.70805020110221,深圳
778,3-4年经验,本科,民营公司,50-150人,"计算机服务(系统、数据服务、维修),金融/投资/证券",22.5,3.1135153092103742,深圳
779,3-4年经验,大专,民营公司,150-500人,"互联网/电子商务,服装/纺织/皮革",9.0,2.19722457733622,杭州
780,无工作经验,无学历要求,国企,500-1000人,"互联网/电子商务,影视/媒体/艺术/文化传播",17.5,2.862200880929469,上海
781,无工作经验,大专,民营公司,150-500人,"计算机服务(系统、数据服务、维修),房地产",3.25,1.1786549963416462,其他
782,3-4年经验,本科,外资企业,150-500人,通信/电信/网络设备,11.5,2.4423470353692043,深圳
783,3-4年经验,本科,民营公司,50-150人,"互联网/电子商务,网络游戏",12.5,2.525728644308256,其他
784,2年经验,本科,民营公司,50-150人,计算机软件,12.5,2.525728644308256,深圳
785,1年经验,本科,民营公司,少于50人,检测，认证,9.0,2.19722457733622,广州
786,无工作经验,无学历要求,民营公司,500-1000人,"互联网/电子商务,贸易/进出口",10.0,2.302585092994046,深圳
787,2年经验,大专,民营公司,150-500人,"互联网/电子商务,教育/培训/院校",6.0,1.791759469228055,其他
788,无工作经验,本科,民营公司,5000-10000人,互联网/电子商务,20.0,2.995732273553991,其他
789,2年经验,本科,民营公司,1000-5000人,"通信/电信运营、增值服务,专业服务(咨询、人力资源、财会)",7.0,1.9459101490553128,南京
790,5年以上经验,本科,合资,少于50人,"计算机软件,专业服务(咨询、人力资源、财会)",8.5,2.1400661634962708,广州
791,无工作经验,本科,民营公司,150-500人,"计算机软件,互联网/电子商务",12.0,2.4849066497880004,杭州
792,无工作经验,本科,民营公司,50-150人,"贸易/进出口,计算机软件",3.75,1.3217558399823195,其他
793,1年经验,本科,民营公司,500-1000人,"计算机软件,互联网/电子商务",5.25,1.6582280766035324,其他
794,无工作经验,大专,民营公司,50-150人,"计算机服务(系统、数据服务、维修),建筑/建材/工程",5.25,1.6582280766035324,上海
795,2年经验,本科,上市公司,1000-5000人,"计算机软件,互联网/电子商务",11.5,2.4423470353692043,深圳
796,无工作经验,本科,民营公司,少于50人,计算机软件,12.5,2.525728644308256,上海
797,3-4年经验,本科,上市公司,150-500人,"互联网/电子商务,计算机软件",17.5,2.862200880929469,深圳
798,无工作经验,本科,民营公司,少于50人,金融/投资/证券,3.5,1.252762968495368,其他
799,1年经验,大专,上市公司,10000人以上,家具/家电/玩具/礼品,8.0,2.079441541679836,广州
800,3-4年经验,本科,上市公司,500-1000人,互联网/电子商务,11.5,2.4423470353692043,广州
801,3-4年经验,大专,民营公司,50-150人,"互联网/电子商务,贸易/进出口",7.0,1.9459101490553128,南京
802,3-4年经验,本科,民营公司,500-1000人,"快速消费品(食品、饮料、化妆品),批发/零售",10.0,2.302585092994046,武汉
803,2年经验,大专,合资,500-1000人,"快速消费品(食品、饮料、化妆品),批发/零售",7.0,1.9459101490553128,上海
804,无工作经验,无学历要求,民营公司,500-1000人,"批发/零售,生活服务",3.75,1.3217558399823195,其他
805,3-4年经验,本科,民营公司,50-150人,"互联网/电子商务,通信/电信运营、增值服务",11.5,2.4423470353692043,上海
806,无工作经验,硕士,民营公司,10000人以上,"酒店/旅游,互联网/电子商务",12.5,2.525728644308256,上海
807,无工作经验,无学历要求,创业公司,50-150人,金融/投资/证券,7.0,1.9459101490553128,其他
808,无工作经验,硕士,上市公司,1000-5000人,"计算机软件,计算机硬件",12.0,2.4849066497880004,北京
809,3-4年经验,本科,民营公司,50-150人,"计算机软件,互联网/电子商务",25.0,3.218875824868201,广州
810,无工作经验,无学历要求,民营公司,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",21.0,3.044522437723423,上海
811,无工作经验,无学历要求,合资,150-500人,"互联网/电子商务,服装/纺织/皮革",11.5,2.4423470353692043,上海
812,3-4年经验,本科,合资,1000-5000人,服装/纺织/皮革,11.5,2.4423470353692043,其他
813,3-4年经验,本科,民营公司,50-150人,金融/投资/证券,20.0,2.995732273553991,上海
814,3-4年经验,本科,民营公司,少于50人,"美容/保健,医疗/护理/卫生",8.0,2.079441541679836,其他
815,1年经验,无学历要求,民营公司,500-1000人,"互联网/电子商务,计算机软件",9.0,2.19722457733622,广州
816,3-4年经验,本科,民营公司,少于50人,专业服务(咨询、人力资源、财会),7.5,2.0149030205422647,西安
817,3-4年经验,本科,民营公司,1000-5000人,"金融/投资/证券,银行",9.0,2.19722457733622,深圳
818,3-4年经验,本科,民营公司,1000-5000人,金融/投资/证券,12.5,2.525728644308256,上海
819,无工作经验,无学历要求,民营公司,少于50人,计算机软件,12.5,2.525728644308256,北京
820,3-4年经验,本科,民营公司,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",22.5,3.1135153092103742,北京
821,2年经验,本科,民营公司,50-150人,计算机软件,9.0,2.19722457733622,广州
822,1年经验,无学历要求,民营公司,150-500人,互联网/电子商务,8.0,2.079441541679836,南京
823,1年经验,大专,上市公司,10000人以上,"保险,银行",7.5,2.0149030205422647,其他
824,3-4年经验,本科,民营公司,50-150人,"房地产,金融/投资/证券",5.25,1.6582280766035324,其他
825,2年经验,大专,合资,150-500人,"快速消费品(食品、饮料、化妆品),互联网/电子商务",9.0,2.19722457733622,武汉
826,3-4年经验,本科,民营公司,150-500人,互联网/电子商务,11.5,2.4423470353692043,其他
827,5年以上经验,本科,民营公司,1000-5000人,"计算机服务(系统、数据服务、维修),计算机软件",22.5,3.1135153092103742,上海
828,1年经验,本科,民营公司,1000-5000人,"计算机软件,计算机服务(系统、数据服务、维修)",5.25,1.6582280766035324,成都
829,无工作经验,本科,民营公司,50-150人,"环保,电子技术/半导体/集成电路",7.5,2.0149030205422647,深圳
