,location,exp,edu,type,scale,industry,avgsalary,lnsalary
1085,上海,无工作经验,无学历要求,民营公司,10000人以上,"房地产,中介服务",9.0,2.19722457733622
1086,深圳-南山区,无工作经验,本科,民营公司,150-500人,"互联网/电子商务,餐饮业",22.5,3.1135153092103742
1087,宁波,无工作经验,无学历要求,民营公司,150-500人,"互联网/电子商务,计算机软件",3.75,1.3217558399823195
1088,深圳-南山区,3-4年经验,本科,外资（非欧美）,50-150人,"计算机软件,互联网/电子商务",12.5,2.525728644308256
1089,上海-杨浦区,3-4年经验,本科,民营公司,50-150人,计算机软件,30.0,3.4011973816621555
1090,上海-浦东新区,无工作经验,本科,外资（欧美）,少于50人,保险,14.583333333333334,2.6798793241355137
1091,上海,1年经验,本科,合资,50-150人,计算机软件,12.5,2.525728644308256
1092,广州-天河区,1年经验,本科,民营公司,50-150人,"互联网/电子商务,金融/投资/证券",9.0,2.19722457733622
1093,北京,5-7年经验,本科,上市公司,150-500人,计算机软件,12.5,2.525728644308256
1094,宁波-海曙区,无工作经验,本科,民营公司,50-150人,"教育/培训/院校,互联网/电子商务",10.0,2.302585092994046
1095,深圳-龙华新区,无工作经验,本科,民营公司,50-150人,贸易/进出口,25.0,3.218875824868201
1096,东莞,3-4年经验,本科,民营公司,150-500人,"通信/电信运营、增值服务,批发/零售",10.0,2.302585092994046
1097,无锡-无锡新区,1年经验,本科,民营公司,150-500人,"互联网/电子商务,金融/投资/证券",5.0,1.6094379124341005
1098,上海-徐汇区,1年经验,本科,合资,150-500人,"专业服务(咨询、人力资源、财会),互联网/电子商务",8.5,2.1400661634962708
1099,广州-天河区,无工作经验,高中,民营公司,150-500人,金融/投资/证券,9.0,2.19722457733622
1100,绵阳,无工作经验,大专,民营公司,50-150人,"计算机软件,环保",5.25,1.6582280766035324
1101,深圳-福田区,3-4年经验,本科,民营公司,1000-5000人,"电气/电力/水利,仪器仪表/工业自动化",11.0,2.3978952727983707
1102,昆明-西山区,3-4年经验,无学历要求,民营公司,1000-5000人,"租赁服务,互联网/电子商务",9.0,2.19722457733622
1103,广州-荔湾区,2年经验,本科,民营公司,150-500人,"快速消费品(食品、饮料、化妆品),多元化业务集团公司",9.0,2.19722457733622
1104,杭州-西湖区,3-4年经验,本科,民营公司,150-500人,"互联网/电子商务,计算机软件",15.0,2.70805020110221
1105,长春,1年经验,本科,上市公司,500-1000人,"互联网/电子商务,计算机软件",5.25,1.6582280766035324
1106,上海,无工作经验,无学历要求,外资（欧美）,150-500人,"计算机服务(系统、数据服务、维修),计算机软件",10.416666666666668,2.3434070875143007
1107,成都-高新区,无工作经验,无学历要求,民营公司,150-500人,"影视/媒体/艺术/文化传播,公关/市场推广/会展",3.75,1.3217558399823195
1108,杭州-滨江区,3-4年经验,博士,民营公司,少于50人,"新能源,计算机服务(系统、数据服务、维修)",27.5,3.3141860046725258
1109,天津-滨海新区,无工作经验,无学历要求,外资（非欧美）,50-150人,"计算机服务(系统、数据服务、维修),通信/电信/网络设备",11.5,2.4423470353692043
1110,北京,无工作经验,本科,国企,1000-5000人,"计算机硬件,计算机服务(系统、数据服务、维修)",10.416666666666668,2.3434070875143007
1111,深圳-罗湖区,3-4年经验,本科,民营公司,10000人以上,金融/投资/证券,15.0,2.70805020110221
1112,深圳-龙华新区,2年经验,本科,民营公司,少于50人,租赁服务,15.0,2.70805020110221
1113,宁波-鄞州区,3-4年经验,本科,民营公司,50-150人,"汽车及零配件,多元化业务集团公司",10.0,2.302585092994046
1114,成都,2年经验,本科,民营公司,5000-10000人,金融/投资/证券,9.5,2.2512917986064958
1115,上海-静安区,1年经验,本科,民营公司,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",12.5,2.525728644308256
1116,广州-天河区,1年经验,本科,民营公司,150-500人,"计算机软件,计算机硬件",5.5,1.7047480922384253
1117,郑州-中原区,2年经验,大专,民营公司,150-500人,"互联网/电子商务,贸易/进出口",5.25,1.6582280766035324
1118,桂林,2年经验,无学历要求,民营公司,50-150人,互联网/电子商务,3.75,1.3217558399823195
1119,郑州-金水区,1年经验,大专,创业公司,少于50人,"公关/市场推广/会展,专业服务(咨询、人力资源、财会)",4.0,1.3862943611198906
1120,北京-朝阳区,无工作经验,硕士,创业公司,150-500人,计算机软件,15.0,2.70805020110221
1121,惠州,无工作经验,本科,国企,1000-5000人,互联网/电子商务,9.0,2.19722457733622
1122,上海-黄浦区,1年经验,本科,外资（欧美）,150-500人,"互联网/电子商务,计算机软件",7.0,1.9459101490553128
1123,深圳-福田区,3-4年经验,本科,国企,1000-5000人,"计算机软件,计算机服务(系统、数据服务、维修)",17.5,2.862200880929469
1124,上海-普陀区,2年经验,本科,民营公司,150-500人,"计算机服务(系统、数据服务、维修),互联网/电子商务",15.0,2.70805020110221
1125,天津-南开区,3-4年经验,本科,民营公司,500-1000人,"计算机软件,互联网/电子商务",12.5,2.525728644308256
1126,福州,无工作经验,大专,民营公司,150-500人,"贸易/进出口,互联网/电子商务",9.0,2.19722457733622
1127,北京-海淀区,2年经验,硕士,创业公司,少于50人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",15.0,2.70805020110221
1128,广州-海珠区,无工作经验,本科,民营公司,1000-5000人,"互联网/电子商务,制药/生物工程",12.5,2.525728644308256
1129,杭州-西湖区,1年经验,本科,民营公司,150-500人,会计/审计,9.0,2.19722457733622
1130,上海-杨浦区,5-7年经验,本科,民营公司,500-1000人,"计算机软件,建筑/建材/工程",25.0,3.218875824868201
1131,上海-浦东新区,1年经验,本科,民营公司,500-1000人,"金融/投资/证券,互联网/电子商务",10.0,2.302585092994046
1132,北京-朝阳区,无工作经验,无学历要求,民营公司,150-500人,影视/媒体/艺术/文化传播,10.0,2.302585092994046
1133,深圳-龙华新区,1年经验,大专,民营公司,150-500人,"贸易/进出口,互联网/电子商务",7.5,2.0149030205422647
1134,深圳-南山区,3-4年经验,无学历要求,民营公司,1000-5000人,"互联网/电子商务,金融/投资/证券",19.0,2.9444389791664403
1135,广州-海珠区,2年经验,高中,民营公司,50-150人,"服装/纺织/皮革,批发/零售",7.0,1.9459101490553128
1136,上海-嘉定区,无工作经验,无学历要求,民营公司,50-150人,"文字媒体/出版,环保",9.0,2.19722457733622
1137,北京-海淀区,2年经验,本科,民营公司,1000-5000人,"互联网/电子商务,计算机软件",22.5,3.1135153092103742
1138,北京-昌平区,5-7年经验,本科,创业公司,1000-5000人,互联网/电子商务,18.5,2.917770732084279
1139,长沙-天心区,5-7年经验,本科,民营公司,500-1000人,医疗设备/器械,9.0,2.19722457733622
1140,武汉-洪山区,3-4年经验,本科,创业公司,150-500人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",12.5,2.525728644308256
1141,广州-天河区,3-4年经验,本科,上市公司,500-1000人,"快速消费品(食品、饮料、化妆品),原材料和加工",9.0,2.19722457733622
1142,广州-天河区,无工作经验,无学历要求,上市公司,500-1000人,"互联网/电子商务,通信/电信运营、增值服务",15.0,2.70805020110221
1143,北京-朝阳区,2年经验,本科,非营利组织,少于50人,"学术/科研,政府/公共事业",18.75,2.93119375241642
1144,成都,无工作经验,无学历要求,民营公司,150-500人,"互联网/电子商务,网络游戏",15.0,2.70805020110221
1145,深圳,3-4年经验,本科,民营公司,50-150人,互联网/电子商务,11.5,2.4423470353692043
1146,广州-天河区,2年经验,大专,民营公司,50-150人,金融/投资/证券,7.5,2.0149030205422647
1147,上海-长宁区,3-4年经验,本科,外资（非欧美）,1000-5000人,交通/运输/物流,22.5,3.1135153092103742
1148,上海-徐汇区,3-4年经验,无学历要求,民营公司,50-150人,"互联网/电子商务,广告",17.5,2.862200880929469
1149,上海-静安区,3-4年经验,本科,民营公司,50-150人,专业服务(咨询、人力资源、财会),10.416666666666668,2.3434070875143007
1150,长沙-岳麓区,3-4年经验,大专,民营公司,少于50人,"互联网/电子商务,计算机软件",9.0,2.19722457733622
1151,昆山,无工作经验,大专,民营公司,500-1000人,"金融/投资/证券,法律",5.25,1.6582280766035324
1152,广州-白云区,1年经验,本科,民营公司,少于50人,"贸易/进出口,互联网/电子商务",11.5,2.4423470353692043
1153,广州-天河区,3-4年经验,本科,外资（欧美）,1000-5000人,"快速消费品(食品、饮料、化妆品),制药/生物工程",14.583333333333334,2.6798793241355137
1154,广州,2年经验,本科,民营公司,500-1000人,金融/投资/证券,14.0,2.6390573296152584
1155,上海,1年经验,本科,民营公司,1000-5000人,"办公用品及设备,互联网/电子商务",9.0,2.19722457733622
1156,北京-朝阳区,3-4年经验,本科,民营公司,150-500人,"互联网/电子商务,服装/纺织/皮革",17.5,2.862200880929469
1157,东莞-南城区,2年经验,大专,上市公司,150-500人,"金融/投资/证券,租赁服务",17.5,2.862200880929469
1158,北京-西城区,无工作经验,本科,国企,150-500人,"仪器仪表/工业自动化,计算机软件",9.0,2.19722457733622
1159,上海-静安区,3-4年经验,本科,创业公司,少于50人,"金融/投资/证券,银行",12.5,2.525728644308256
1160,深圳-福田区,3-4年经验,本科,合资,500-1000人,快速消费品(食品、饮料、化妆品),14.5,2.6741486494265287
1161,广州-白云区,无工作经验,无学历要求,民营公司,150-500人,"贸易/进出口,汽车及零配件",7.0,1.9459101490553128
1162,上海,无工作经验,大专,合资,150-500人,"汽车及零配件,贸易/进出口",10.0,2.302585092994046
1163,珠海,2年经验,本科,民营公司,50-150人,互联网/电子商务,10.0,2.302585092994046
1164,佛山-南海区,3-4年经验,本科,民营公司,150-500人,"互联网/电子商务,家具/家电/玩具/礼品",6.5,1.8718021769015916
1165,广州,3-4年经验,大专,外资（非欧美）,150-500人,计算机软件,13.0,2.5649493574615367
1166,北京-朝阳区,无工作经验,本科,民营公司,50-150人,"计算机软件,环保",11.0,2.3978952727983707
1167,杭州-滨江区,1年经验,本科,外资（非欧美）,1000-5000人,互联网/电子商务,7.0,1.9459101490553128
1168,深圳-南山区,3-4年经验,本科,民营公司,500-1000人,"互联网/电子商务,服装/纺织/皮革",12.5,2.525728644308256
1169,广州-天河区,2年经验,无学历要求,上市公司,150-500人,"政府/公共事业,建筑/建材/工程",12.5,2.525728644308256
1170,昆明-西山区,2年经验,大专,民营公司,50-150人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",6.0,1.791759469228055
1171,广州-天河区,无工作经验,本科,民营公司,1000-5000人,"家居/室内设计/装潢,互联网/电子商务",20.0,2.995732273553991
1172,杭州-拱墅区,无工作经验,本科,民营公司,500-1000人,"计算机软件,建筑/建材/工程",18.75,2.93119375241642
1173,上海,无工作经验,无学历要求,民营公司,150-500人,"互联网/电子商务,计算机软件",17.5,2.862200880929469
1174,上海-徐汇区,2年经验,本科,民营公司,少于50人,"互联网/电子商务,贸易/进出口",10.0,2.302585092994046
1175,上海-普陀区,1年经验,大专,外资（非欧美）,5000-10000人,"批发/零售,奢侈品/收藏品/工艺品/珠宝",7.0,1.9459101490553128
1176,上海-浦东新区,无工作经验,无学历要求,上市公司,1000-5000人,"环保,家具/家电/玩具/礼品",12.5,2.525728644308256
1177,武汉-东湖新技术产业开发区,无工作经验,无学历要求,民营公司,500-1000人,物业管理/商业中心,15.0,2.70805020110221
1178,深圳,2年经验,本科,上市公司,150-500人,"通信/电信/网络设备,通信/电信运营、增值服务",9.0,2.19722457733622
1179,北京-朝阳区,10年以上经验,本科,外资（非欧美）,1000-5000人,"计算机服务(系统、数据服务、维修),计算机软件",22.5,3.1135153092103742
1180,广州,3-4年经验,本科,民营公司,50-150人,互联网/电子商务,30.0,3.4011973816621555
1181,枣庄,无工作经验,大专,民营公司,150-500人,批发/零售,3.75,1.3217558399823195
1182,贵阳,1年经验,本科,民营公司,500-1000人,通信/电信运营、增值服务,6.5,1.8718021769015916
1183,上海-杨浦区,无工作经验,无学历要求,民营公司,1000-5000人,"互联网/电子商务,原材料和加工",17.5,2.862200880929469
1184,昆明,2年经验,硕士,民营公司,50-150人,学术/科研,10.0,2.302585092994046
1185,济南-天桥区,3-4年经验,大专,民营公司,150-500人,服装/纺织/皮革,5.833333333333334,1.7635885922613588
1186,上海-嘉定区,3-4年经验,本科,合资,少于50人,医疗/护理/卫生,11.0,2.3978952727983707
1187,杭州,2年经验,本科,外资（非欧美）,150-500人,租赁服务,7.5,2.0149030205422647
1188,海口,1年经验,本科,民营公司,50-150人,"互联网/电子商务,计算机软件",6.0,1.791759469228055
1189,宁波-江北区,无工作经验,大专,民营公司,1000-5000人,交通/运输/物流,7.0,1.9459101490553128
1190,合肥,无工作经验,无学历要求,国企,50-150人,"金融/投资/证券,租赁服务",9.0,2.19722457733622
1191,贵阳,1年经验,本科,民营公司,50-150人,"计算机服务(系统、数据服务、维修),计算机软件",5.0,1.6094379124341005
1192,广州-天河区,无工作经验,无学历要求,民营公司,1000-5000人,制药/生物工程,10.5,2.3513752571634776
1193,浙江省,3-4年经验,本科,民营公司,500-1000人,建筑/建材/工程,12.5,2.525728644308256
1194,成都,1年经验,本科,外资（非欧美）,150-500人,"计算机软件,网络游戏",11.5,2.4423470353692043
1195,珠海,无工作经验,无学历要求,外资（欧美）,1000-5000人,"机械/设备/重工,家具/家电/玩具/礼品",5.25,1.6582280766035324
1196,温州,1年经验,大专,上市公司,10000人以上,服装/纺织/皮革,6.0,1.791759469228055
1197,深圳-宝安区,1年经验,大专,外资（非欧美）,10000人以上,电子技术/半导体/集成电路,7.0,1.9459101490553128
1198,北京-东城区,2年经验,本科,民营公司,500-1000人,互联网/电子商务,15.0,2.70805020110221
1199,广州-天河区,无工作经验,大专,合资,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",4.0,1.3862943611198906
1200,北京,1年经验,大专,民营公司,50-150人,金融/投资/证券,9.0,2.19722457733622
1201,广州-天河区,无工作经验,高中,民营公司,150-500人,金融/投资/证券,5.25,1.6582280766035324
1202,深圳-宝安区,5-7年经验,本科,民营公司,10000人以上,"通信/电信/网络设备,电子技术/半导体/集成电路",40.0,3.688879454113936
1203,重庆,无工作经验,本科,国企,1000-5000人,"计算机软件,通信/电信运营、增值服务",12.5,2.525728644308256
1204,南京-栖霞区,2年经验,本科,民营公司,50-150人,机械/设备/重工,15.0,2.70805020110221
1205,长春,无工作经验,无学历要求,民营公司,150-500人,"外包服务,金融/投资/证券",5.0,1.6094379124341005
1206,上海-浦东新区,无工作经验,本科,外资（非欧美）,500-1000人,互联网/电子商务,17.5,2.862200880929469
1207,广州-荔湾区,1年经验,大专,民营公司,50-150人,"批发/零售,服装/纺织/皮革",5.0,1.6094379124341005
1208,成都-武侯区,3-4年经验,本科,民营公司,1000-5000人,"房地产,互联网/电子商务",7.0,1.9459101490553128
1209,上海,3-4年经验,本科,合资,5000-10000人,计算机软件,27.0,3.295836866004329
1210,佛山,3-4年经验,本科,民营公司,500-1000人,互联网/电子商务,5.25,1.6582280766035324
1211,广州-越秀区,无工作经验,无学历要求,国企,500-1000人,文字媒体/出版,15.0,2.70805020110221
1212,广州-南沙区,无工作经验,大专,上市公司,150-500人,"电子技术/半导体/集成电路,环保",7.0,1.9459101490553128
1213,上海-虹口区,2年经验,本科,民营公司,500-1000人,计算机软件,12.5,2.525728644308256
1214,南京,无工作经验,无学历要求,合资,150-500人,"金融/投资/证券,互联网/电子商务",50.0,3.912023005428146
1215,上海,无工作经验,硕士,国企,1000-5000人,"机械/设备/重工,学术/科研",12.5,2.525728644308256
1216,上海-黄浦区,无工作经验,无学历要求,民营公司,50-150人,"计算机软件,公关/市场推广/会展",9.0,2.19722457733622
1217,上海-闵行区,1年经验,无学历要求,民营公司,500-1000人,"批发/零售,计算机服务(系统、数据服务、维修)",11.5,2.4423470353692043
1218,南京-江宁区,1年经验,本科,民营公司,,多元化业务集团公司,4.0,1.3862943611198906
1219,成都-高新区,2年经验,无学历要求,民营公司,少于50人,贸易/进出口,5.25,1.6582280766035324
1220,广州-天河区,1年经验,本科,民营公司,150-500人,"专业服务(咨询、人力资源、财会),互联网/电子商务",9.0,2.19722457733622
1221,重庆-渝中区,3-4年经验,大专,民营公司,少于50人,计算机软件,6.0,1.791759469228055
1222,上海-普陀区,1年经验,本科,民营公司,少于50人,"互联网/电子商务,贸易/进出口",13.5,2.602689685444384
1223,广州-海珠区,3-4年经验,大专,民营公司,150-500人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",15.0,2.70805020110221
1224,汕头,无工作经验,无学历要求,合资,1000-5000人,"批发/零售,奢侈品/收藏品/工艺品/珠宝",6.5,1.8718021769015916
1225,合肥-新站区,3-4年经验,本科,民营公司,1000-5000人,"互联网/电子商务,教育/培训/院校",12.5,2.525728644308256
1226,北京-西城区,3-4年经验,本科,外资（欧美）,50-150人,"计算机软件,金融/投资/证券",20.833333333333336,3.036554268074246
1227,成都-高新区,无工作经验,无学历要求,民营公司,150-500人,"金融/投资/证券,互联网/电子商务",12.5,2.525728644308256
1228,上海-长宁区,2年经验,本科,民营公司,少于50人,"计算机软件,互联网/电子商务",12.5,2.525728644308256
1229,武汉-洪山区,2年经验,本科,民营公司,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",8.0,2.079441541679836
1230,长沙,无工作经验,本科,民营公司,50-150人,法律,6.5,1.8718021769015916
1231,昆山,1年经验,本科,外资（非欧美）,1000-5000人,机械/设备/重工,7.0,1.9459101490553128
1232,杭州-西湖区,无工作经验,无学历要求,民营公司,150-500人,"互联网/电子商务,计算机软件",10.0,2.302585092994046
1233,上海-浦东新区,2年经验,本科,民营公司,150-500人,"金融/投资/证券,互联网/电子商务",9.5,2.2512917986064958
1234,北京-朝阳区,无工作经验,无学历要求,民营公司,500-1000人,金融/投资/证券,12.5,2.525728644308256
1235,厦门,3-4年经验,无学历要求,合资,5000-10000人,"电子技术/半导体/集成电路,仪器仪表/工业自动化",7.0,1.9459101490553128
1236,北京-海淀区,无工作经验,本科,外资（欧美）,1000-5000人,汽车及零配件,22.5,3.1135153092103742
1237,广州,3-4年经验,本科,民营公司,10000人以上,"批发/零售,快速消费品(食品、饮料、化妆品)",7.0,1.9459101490553128
1238,武汉-江岸区,无工作经验,大专,外资（非欧美）,1000-5000人,互联网/电子商务,3.75,1.3217558399823195
1239,广州-越秀区,3-4年经验,本科,上市公司,500-1000人,"计算机软件,计算机服务(系统、数据服务、维修)",12.5,2.525728644308256
1240,广州,3-4年经验,本科,外资（非欧美）,10000人以上,快速消费品(食品、饮料、化妆品),16.5,2.803360380906535
1241,重庆,无工作经验,无学历要求,国企,500-1000人,"计算机软件,互联网/电子商务",9.0,2.19722457733622
1242,北京-石景山区,5-7年经验,本科,国企,1000-5000人,"计算机软件,计算机服务(系统、数据服务、维修)",15.0,2.70805020110221
1243,广州-白云区,1年经验,大专,民营公司,150-500人,"贸易/进出口,互联网/电子商务",7.0,1.9459101490553128
1244,肇庆,2年经验,本科,民营公司,150-500人,服装/纺织/皮革,5.25,1.6582280766035324
1245,成都-高新区,无工作经验,本科,民营公司,50-150人,环保,5.0,1.6094379124341005
1246,重庆-南岸区,无工作经验,无学历要求,民营公司,1000-5000人,"汽车及零配件,批发/零售",4.5,1.5040773967762742
1247,上海-浦东新区,无工作经验,本科,民营公司,150-500人,"计算机服务(系统、数据服务、维修),计算机软件",11.0,2.3978952727983707
1248,杭州-滨江区,3-4年经验,本科,国企,500-1000人,"批发/零售,石油/化工/矿产/地质",7.5,2.0149030205422647
1249,北京-东城区,3-4年经验,本科,上市公司,1000-5000人,"通信/电信运营、增值服务,互联网/电子商务",16.0,2.772588722239781
1250,苏州-工业园区,3-4年经验,本科,民营公司,150-500人,"互联网/电子商务,计算机软件",12.5,2.525728644308256
1251,北京-朝阳区,3-4年经验,博士,民营公司,50-150人,互联网/电子商务,12.5,2.525728644308256
1252,深圳-福田区,无工作经验,硕士,民营公司,少于50人,金融/投资/证券,15.0,2.70805020110221
1253,上海-嘉定区,5-7年经验,本科,民营公司,1000-5000人,"互联网/电子商务,交通/运输/物流",17.0,2.833213344056216
1254,重庆-渝北区,无工作经验,本科,民营公司,50-150人,"计算机软件,网络游戏",3.5,1.252762968495368
1255,上海-徐汇区,5-7年经验,本科,上市公司,5000-10000人,互联网/电子商务,22.5,3.1135153092103742
1256,深圳-罗湖区,3-4年经验,无学历要求,民营公司,1000-5000人,"互联网/电子商务,教育/培训/院校",24.0,3.1780538303479458
1257,珠海,无工作经验,无学历要求,民营公司,50-150人,电子技术/半导体/集成电路,10.0,2.302585092994046
1258,昆明-五华区,无工作经验,无学历要求,民营公司,500-1000人,服装/纺织/皮革,4.95,1.599387576580599
1259,义乌,无工作经验,大专,民营公司,1000-5000人,"多元化业务集团公司,制药/生物工程",7.0,1.9459101490553128
1260,苏州-高新区,无工作经验,硕士,民营公司,150-500人,电子技术/半导体/集成电路,18.5,2.917770732084279
1261,上海-黄浦区,无工作经验,无学历要求,民营公司,150-500人,"互联网/电子商务,批发/零售",22.5,3.1135153092103742
1262,广州-越秀区,5-7年经验,本科,创业公司,150-500人,"互联网/电子商务,金融/投资/证券",15.0,2.70805020110221
1263,广州-天河区,2年经验,本科,民营公司,少于50人,"专业服务(咨询、人力资源、财会),网络游戏",15.0,2.70805020110221
1264,沈阳-沈河区,无工作经验,本科,上市公司,500-1000人,"银行,金融/投资/证券",8.5,2.1400661634962708
1265,上海-宝山区,无工作经验,无学历要求,民营公司,150-500人,"互联网/电子商务,汽车及零配件",25.0,3.218875824868201
1266,苏州,无工作经验,本科,外资（非欧美）,10000人以上,石油/化工/矿产/地质,16.0,2.772588722239781
1267,杭州-上城区,无工作经验,本科,外资（非欧美）,150-500人,"物业管理/商业中心,奢侈品/收藏品/工艺品/珠宝",9.0,2.19722457733622
1268,杭州-上城区,3-4年经验,本科,国企,150-500人,"金融/投资/证券,政府/公共事业",20.833333333333336,3.036554268074246
1269,深圳-龙岗区,3-4年经验,本科,民营公司,500-1000人,服装/纺织/皮革,9.0,2.19722457733622
1270,西安-雁塔区,无工作经验,硕士,上市公司,500-1000人,教育/培训/院校,3.0,1.0986122886681098
1271,杭州-江干区,无工作经验,无学历要求,民营公司,150-500人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",15.0,2.70805020110221
1272,武汉-洪山区,3-4年经验,本科,民营公司,50-150人,"互联网/电子商务,计算机软件",5.5,1.7047480922384253
1273,杭州-萧山区,无工作经验,无学历要求,民营公司,50-150人,互联网/电子商务,12.5,2.525728644308256
1274,广州,无工作经验,大专,民营公司,150-500人,计算机软件,5.25,1.6582280766035324
1275,广州-天河区,3-4年经验,大专,民营公司,少于50人,"计算机软件,网络游戏",17.5,2.862200880929469
1276,厦门,2年经验,大专,民营公司,少于50人,"计算机软件,计算机服务(系统、数据服务、维修)",8.0,2.079441541679836
1277,济南-市中区,3-4年经验,大专,民营公司,50-150人,计算机软件,15.0,2.70805020110221
1278,上海,3-4年经验,本科,国企,1000-5000人,"通信/电信/网络设备,计算机软件",17.5,2.862200880929469
1279,上海,3-4年经验,本科,民营公司,150-500人,互联网/电子商务,15.0,2.70805020110221
1280,深圳,1年经验,本科,民营公司,150-500人,计算机软件,11.5,2.4423470353692043
1281,上海-闵行区,2年经验,本科,民营公司,150-500人,"互联网/电子商务,批发/零售",15.0,2.70805020110221
1282,广州-天河区,无工作经验,本科,合资,150-500人,"互联网/电子商务,计算机软件",35.0,3.555348061489413
1283,深圳-龙岗区,3-4年经验,本科,民营公司,150-500人,"互联网/电子商务,通信/电信/网络设备",12.5,2.525728644308256
1284,北京,1年经验,本科,民营公司,150-500人,计算机软件,12.0,2.4849066497880004
1285,成都-郫都区,无工作经验,大专,民营公司,少于50人,农/林/牧/渔,5.25,1.6582280766035324
1286,天津-和平区,无工作经验,无学历要求,民营公司,50-150人,学术/科研,8.5,2.1400661634962708
1287,珠海,2年经验,大专,民营公司,1000-5000人,美容/保健,9.0,2.19722457733622
1288,上海,1年经验,本科,民营公司,150-500人,"网络游戏,计算机软件",11.5,2.4423470353692043
1289,上海-静安区,无工作经验,本科,民营公司,150-500人,"计算机软件,互联网/电子商务",15.0,2.70805020110221
1290,成都-高新区,2年经验,本科,民营公司,50-150人,"航天/航空,酒店/旅游",10.0,2.302585092994046
1291,深圳-福田区,3-4年经验,本科,民营公司,50-150人,互联网/电子商务,11.5,2.4423470353692043
1292,北京-丰台区,2年经验,本科,民营公司,150-500人,互联网/电子商务,15.0,2.70805020110221
1293,天津-武清区,无工作经验,大专,民营公司,500-1000人,"制药/生物工程,检测，认证",5.25,1.6582280766035324
1294,上海,无工作经验,本科,民营公司,150-500人,"互联网/电子商务,金融/投资/证券",11.0,2.3978952727983707
1295,广州,1年经验,本科,民营公司,50-150人,"专业服务(咨询、人力资源、财会),快速消费品(食品、饮料、化妆品)",7.5,2.0149030205422647
1296,深圳-宝安区,3-4年经验,本科,民营公司,150-500人,"计算机软件,电子技术/半导体/集成电路",9.0,2.19722457733622
1297,无锡,无工作经验,无学历要求,民营公司,500-1000人,"服装/纺织/皮革,互联网/电子商务",6.0,1.791759469228055
1298,温州,10年以上经验,本科,民营公司,50-150人,"计算机服务(系统、数据服务、维修),计算机软件",45.83333333333333,3.825011628438516
1299,重庆-九龙坡区,2年经验,本科,民营公司,50-150人,房地产,6.5,1.8718021769015916
1300,南京-建邺区,3-4年经验,本科,民营公司,500-1000人,多元化业务集团公司,12.5,2.525728644308256
1301,沈阳-沈河区,3-4年经验,大专,民营公司,少于50人,"互联网/电子商务,计算机软件",7.5,2.0149030205422647
1302,沈阳,3-4年经验,无学历要求,民营公司,少于50人,服装/纺织/皮革,7.0,1.9459101490553128
1303,北京-海淀区,无工作经验,本科,民营公司,50-150人,教育/培训/院校,19.0,2.9444389791664403
1304,北京,无工作经验,本科,民营公司,50-150人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553128
1305,苏州-高新区,无工作经验,无学历要求,民营公司,50-150人,"石油/化工/矿产/地质,检测，认证",5.5,1.7047480922384253
1306,南京,无工作经验,本科,民营公司,500-1000人,"互联网/电子商务,医疗/护理/卫生",7.5,2.0149030205422647
1307,杭州-西湖区,1年经验,本科,民营公司,150-500人,电子技术/半导体/集成电路,9.0,2.19722457733622
1308,北京-朝阳区,无工作经验,无学历要求,上市公司,150-500人,计算机软件,8.0,2.079441541679836
1309,上海,3-4年经验,本科,国企,500-1000人,汽车及零配件,22.5,3.1135153092103742
1310,上海-闵行区,3-4年经验,本科,民营公司,150-500人,计算机软件,22.5,3.1135153092103742
1311,黑龙江省,1年经验,本科,合资,10000人以上,互联网/电子商务,12.5,2.525728644308256
1312,上海-普陀区,无工作经验,无学历要求,民营公司,10000人以上,"互联网/电子商务,教育/培训/院校",20.0,2.995732273553991
1313,上海-虹口区,3-4年经验,本科,民营公司,少于50人,"计算机软件,互联网/电子商务",20.0,2.995732273553991
1314,上海,3-4年经验,本科,民营公司,150-500人,互联网/电子商务,11.5,2.4423470353692043
1315,广州-海珠区,3-4年经验,本科,民营公司,1000-5000人,快速消费品(食品、饮料、化妆品),22.5,3.1135153092103742
1316,上海-闵行区,无工作经验,无学历要求,民营公司,50-150人,"计算机硬件,贸易/进出口",12.5,2.525728644308256
1317,深圳-福田区,2年经验,本科,民营公司,50-150人,互联网/电子商务,12.5,2.525728644308256
1318,北京-朝阳区,无工作经验,无学历要求,民营公司,5000-10000人,"多元化业务集团公司,快速消费品(食品、饮料、化妆品)",11.5,2.4423470353692043
1319,芜湖,3-4年经验,硕士,民营公司,50-150人,"计算机软件,金融/投资/证券",12.5,2.525728644308256
1320,上海-浦东新区,5-7年经验,大专,外资（欧美）,150-500人,"机械/设备/重工,仪器仪表/工业自动化",13.5,2.602689685444384
1321,徐州,3-4年经验,本科,合资,1000-5000人,"计算机软件,互联网/电子商务",7.5,2.0149030205422647
1322,成都-青羊区,2年经验,大专,民营公司,50-150人,"文字媒体/出版,教育/培训/院校",4.5,1.5040773967762742
