省,市,现存确诊人数,确诊人数,疑似人数,治愈人数,死亡人数,更新时间
广东省,河源,3,3,0.0,0,0,2020/02/07 18:13:49
广东省,-,945,1034,0.0,88,1,2020/02/07 18:12:48
广东省,深圳,317,339,0.0,22,0,2020/02/07 18:12:48
广东省,广州,265,285,0.0,20,0,2020/02/07 18:12:48
广东省,珠海,72,76,0.0,4,0,2020/02/07 18:12:48
广东省,佛山,55,59,0.0,4,0,2020/02/07 18:12:48
广东省,东莞,52,53,0.0,1,0,2020/02/07 18:12:48
广东省,中山,40,46,0.0,6,0,2020/02/07 18:12:48
广东省,惠州,38,39,0.0,1,0,2020/02/07 18:12:48
广东省,汕头,19,22,0.0,3,0,2020/02/07 18:12:48
广东省,湛江,16,20,0.0,4,0,2020/02/07 18:12:48
广东省,肇庆,12,14,0.0,1,1,2020/02/07 18:12:48
广东省,江门,13,14,0.0,1,0,2020/02/07 18:12:48
广东省,阳江,13,13,0.0,0,0,2020/02/07 18:12:48
广东省,梅州,8,12,0.0,4,0,2020/02/07 18:12:48
广东省,清远,8,10,0.0,2,0,2020/02/07 18:12:48
广东省,揭阳,7,7,0.0,0,0,2020/02/07 18:12:48
广东省,韶关,5,6,0.0,1,0,2020/02/07 18:12:48
广东省,茂名,6,6,0.0,0,0,2020/02/07 18:12:48
广东省,汕尾,4,5,0.0,1,0,2020/02/07 18:12:48
广东省,潮州,5,5,0.0,0,0,2020/02/07 18:12:48
广东省,河源,3,3,0.0,0,0,2020/02/07 18:12:48
广东省,-,958,1034,0.0,75,1,2020/02/07 16:40:34
广东省,深圳,317,339,0.0,22,0,2020/02/07 16:40:34
广东省,广州,265,285,0.0,20,0,2020/02/07 16:40:34
广东省,珠海,72,76,0.0,4,0,2020/02/07 16:40:34
广东省,佛山,55,59,0.0,4,0,2020/02/07 16:40:34
广东省,东莞,52,53,0.0,1,0,2020/02/07 16:40:34
广东省,中山,40,46,0.0,6,0,2020/02/07 16:40:34
广东省,惠州,38,39,0.0,1,0,2020/02/07 16:40:34
广东省,汕头,19,22,0.0,3,0,2020/02/07 16:40:34
广东省,湛江,16,20,0.0,4,0,2020/02/07 16:40:34
广东省,肇庆,12,14,0.0,1,1,2020/02/07 16:40:34
广东省,江门,13,14,0.0,1,0,2020/02/07 16:40:34
广东省,阳江,13,13,0.0,0,0,2020/02/07 16:40:34
广东省,梅州,8,12,0.0,4,0,2020/02/07 16:40:34
广东省,清远,8,10,0.0,2,0,2020/02/07 16:40:34
广东省,揭阳,7,7,0.0,0,0,2020/02/07 16:40:34
广东省,韶关,5,6,0.0,1,0,2020/02/07 16:40:34
广东省,茂名,6,6,0.0,0,0,2020/02/07 16:40:34
广东省,汕尾,4,5,0.0,1,0,2020/02/07 16:40:34
广东省,潮州,5,5,0.0,0,0,2020/02/07 16:40:34
广东省,河源,3,3,0.0,0,0,2020/02/07 16:40:34
广东省,-,958,1034,0.0,75,1,2020/02/07 16:39:34
广东省,深圳,317,339,0.0,22,0,2020/02/07 16:39:34
广东省,广州,265,285,0.0,20,0,2020/02/07 16:39:34
广东省,珠海,72,76,0.0,4,0,2020/02/07 16:39:34
广东省,佛山,55,59,0.0,4,0,2020/02/07 16:39:34
广东省,东莞,52,53,0.0,1,0,2020/02/07 16:39:34
广东省,中山,40,46,0.0,6,0,2020/02/07 16:39:34
广东省,惠州,38,39,0.0,1,0,2020/02/07 16:39:34
广东省,汕头,19,22,0.0,3,0,2020/02/07 16:39:34
广东省,湛江,16,20,0.0,4,0,2020/02/07 16:39:34
广东省,肇庆,12,14,0.0,1,1,2020/02/07 16:39:34
广东省,阳江,13,13,0.0,0,0,2020/02/07 16:39:34
广东省,梅州,8,12,0.0,4,0,2020/02/07 16:39:34
广东省,江门,10,11,0.0,1,0,2020/02/07 16:39:34
广东省,清远,8,10,0.0,2,0,2020/02/07 16:39:34
广东省,揭阳,7,7,0.0,0,0,2020/02/07 16:39:34
广东省,韶关,5,6,0.0,1,0,2020/02/07 16:39:34
广东省,茂名,6,6,0.0,0,0,2020/02/07 16:39:34
广东省,汕尾,4,5,0.0,1,0,2020/02/07 16:39:34
广东省,潮州,5,5,0.0,0,0,2020/02/07 16:39:34
广东省,河源,3,3,0.0,0,0,2020/02/07 16:39:34
广东省,-,958,1034,0.0,75,1,2020/02/07 16:38:33
广东省,深圳,312,334,0.0,22,0,2020/02/07 16:38:33
广东省,广州,264,284,0.0,20,0,2020/02/07 16:38:33
广东省,珠海,69,73,0.0,4,0,2020/02/07 16:38:33
广东省,佛山,53,57,0.0,4,0,2020/02/07 16:38:33
广东省,东莞,52,53,0.0,1,0,2020/02/07 16:38:33
广东省,中山,40,46,0.0,6,0,2020/02/07 16:38:33
广东省,惠州,38,39,0.0,1,0,2020/02/07 16:38:33
广东省,汕头,19,22,0.0,3,0,2020/02/07 16:38:33
广东省,湛江,15,19,0.0,4,0,2020/02/07 16:38:33
广东省,肇庆,12,14,0.0,1,1,2020/02/07 16:38:33
广东省,阳江,13,13,0.0,0,0,2020/02/07 16:38:33
广东省,梅州,8,12,0.0,4,0,2020/02/07 16:38:33
广东省,江门,10,11,0.0,1,0,2020/02/07 16:38:33
广东省,清远,8,10,0.0,2,0,2020/02/07 16:38:33
广东省,揭阳,7,7,0.0,0,0,2020/02/07 16:38:33
广东省,韶关,5,6,0.0,1,0,2020/02/07 16:38:33
广东省,茂名,6,6,0.0,0,0,2020/02/07 16:38:33
广东省,汕尾,4,5,0.0,1,0,2020/02/07 16:38:33
广东省,潮州,5,5,0.0,0,0,2020/02/07 16:38:33
广东省,河源,2,2,0.0,0,0,2020/02/07 16:38:33
广东省,-,942,1018,0.0,75,1,2020/02/07 14:34:56
广东省,深圳,312,334,0.0,22,0,2020/02/07 14:34:56
广东省,广州,264,284,0.0,20,0,2020/02/07 14:34:56
广东省,珠海,69,73,0.0,4,0,2020/02/07 14:34:56
广东省,佛山,53,57,0.0,4,0,2020/02/07 14:34:56
广东省,东莞,52,53,0.0,1,0,2020/02/07 14:34:56
广东省,中山,40,46,0.0,6,0,2020/02/07 14:34:56
广东省,惠州,38,39,0.0,1,0,2020/02/07 14:34:56
广东省,汕头,19,22,0.0,3,0,2020/02/07 14:34:56
广东省,湛江,15,19,0.0,4,0,2020/02/07 14:34:56
广东省,肇庆,12,14,0.0,1,1,2020/02/07 14:34:56
广东省,阳江,13,13,0.0,0,0,2020/02/07 14:34:56
广东省,梅州,8,12,0.0,4,0,2020/02/07 14:34:56
广东省,江门,10,11,0.0,1,0,2020/02/07 14:34:56
广东省,清远,8,10,0.0,2,0,2020/02/07 14:34:56
广东省,揭阳,7,7,0.0,0,0,2020/02/07 14:34:56
广东省,韶关,5,6,0.0,1,0,2020/02/07 14:34:56
广东省,茂名,6,6,0.0,0,0,2020/02/07 14:34:56
广东省,汕尾,4,5,0.0,1,0,2020/02/07 14:34:56
广东省,潮州,5,5,0.0,0,0,2020/02/07 14:34:56
广东省,河源,2,2,0.0,0,0,2020/02/07 14:34:56
广东省,-,944,1018,0.0,73,1,2020/02/07 14:30:53
广东省,深圳,312,334,0.0,22,0,2020/02/07 14:30:53
广东省,广州,264,284,0.0,20,0,2020/02/07 14:30:53
广东省,珠海,69,73,0.0,4,0,2020/02/07 14:30:53
广东省,佛山,53,57,0.0,4,0,2020/02/07 14:30:53
广东省,东莞,52,53,0.0,1,0,2020/02/07 14:30:53
广东省,中山,42,46,0.0,4,0,2020/02/07 14:30:53
广东省,惠州,38,39,0.0,1,0,2020/02/07 14:30:53
广东省,汕头,19,22,0.0,3,0,2020/02/07 14:30:53
广东省,湛江,15,19,0.0,4,0,2020/02/07 14:30:53
广东省,肇庆,12,14,0.0,1,1,2020/02/07 14:30:53
广东省,阳江,13,13,0.0,0,0,2020/02/07 14:30:53
广东省,梅州,8,12,0.0,4,0,2020/02/07 14:30:53
广东省,江门,10,11,0.0,1,0,2020/02/07 14:30:53
广东省,清远,8,10,0.0,2,0,2020/02/07 14:30:53
广东省,揭阳,7,7,0.0,0,0,2020/02/07 14:30:53
广东省,韶关,5,6,0.0,1,0,2020/02/07 14:30:53
广东省,茂名,6,6,0.0,0,0,2020/02/07 14:30:53
广东省,汕尾,4,5,0.0,1,0,2020/02/07 14:30:53
广东省,潮州,5,5,0.0,0,0,2020/02/07 14:30:53
广东省,河源,2,2,0.0,0,0,2020/02/07 14:30:53
广东省,-,948,1018,0.0,69,1,2020/02/07 14:29:52
广东省,深圳,312,334,0.0,22,0,2020/02/07 14:29:52
广东省,广州,264,284,0.0,20,0,2020/02/07 14:29:52
广东省,珠海,69,73,0.0,4,0,2020/02/07 14:29:52
广东省,佛山,53,57,0.0,4,0,2020/02/07 14:29:52
广东省,东莞,52,53,0.0,1,0,2020/02/07 14:29:52
广东省,中山,42,46,0.0,4,0,2020/02/07 14:29:52
广东省,惠州,38,39,0.0,1,0,2020/02/07 14:29:52
广东省,汕头,19,22,0.0,3,0,2020/02/07 14:29:52
广东省,湛江,15,19,0.0,4,0,2020/02/07 14:29:52
广东省,肇庆,12,14,0.0,1,1,2020/02/07 14:29:52
广东省,阳江,13,13,0.0,0,0,2020/02/07 14:29:52
广东省,梅州,8,12,0.0,4,0,2020/02/07 14:29:52
广东省,江门,10,11,0.0,1,0,2020/02/07 14:29:52
广东省,清远,8,10,0.0,2,0,2020/02/07 14:29:52
广东省,揭阳,7,7,0.0,0,0,2020/02/07 14:29:52
广东省,韶关,5,6,0.0,1,0,2020/02/07 14:29:52
广东省,茂名,6,6,0.0,0,0,2020/02/07 14:29:52
广东省,汕尾,4,5,0.0,1,0,2020/02/07 14:29:52
广东省,潮州,5,5,0.0,0,0,2020/02/07 14:29:52
广东省,河源,2,2,0.0,0,0,2020/02/07 14:29:52
广东省,-,948,1018,0.0,69,1,2020/02/07 09:40:09
广东省,深圳,312,334,0.0,22,0,2020/02/07 09:40:09
广东省,广州,264,284,0.0,20,0,2020/02/07 09:40:09
广东省,珠海,69,73,0.0,4,0,2020/02/07 09:40:09
广东省,佛山,53,57,0.0,4,0,2020/02/07 09:40:09
广东省,东莞,52,53,0.0,1,0,2020/02/07 09:40:09
广东省,中山,42,46,0.0,4,0,2020/02/07 09:40:09
广东省,惠州,38,39,0.0,1,0,2020/02/07 09:40:09
广东省,汕头,19,22,0.0,3,0,2020/02/07 09:40:09
广东省,湛江,15,19,0.0,4,0,2020/02/07 09:40:09
广东省,肇庆,12,14,0.0,1,1,2020/02/07 09:40:09
广东省,阳江,13,13,0.0,0,0,2020/02/07 09:40:09
广东省,梅州,12,12,0.0,0,0,2020/02/07 09:40:09
广东省,江门,10,11,0.0,1,0,2020/02/07 09:40:09
广东省,清远,8,10,0.0,2,0,2020/02/07 09:40:09
广东省,揭阳,7,7,0.0,0,0,2020/02/07 09:40:09
广东省,韶关,5,6,0.0,1,0,2020/02/07 09:40:09
广东省,茂名,6,6,0.0,0,0,2020/02/07 09:40:09
广东省,汕尾,4,5,0.0,1,0,2020/02/07 09:40:09
广东省,潮州,5,5,0.0,0,0,2020/02/07 09:40:09
广东省,河源,2,2,0.0,0,0,2020/02/07 09:40:09
广东省,-,949,1018,0.0,69,0,2020/02/07 09:38:07
广东省,深圳,312,334,0.0,22,0,2020/02/07 09:38:07
广东省,广州,264,284,0.0,20,0,2020/02/07 09:38:07
广东省,珠海,69,73,0.0,4,0,2020/02/07 09:38:07
广东省,佛山,53,57,0.0,4,0,2020/02/07 09:38:07
广东省,东莞,52,53,0.0,1,0,2020/02/07 09:38:07
广东省,中山,42,46,0.0,4,0,2020/02/07 09:38:07
广东省,惠州,38,39,0.0,1,0,2020/02/07 09:38:07
广东省,汕头,19,22,0.0,3,0,2020/02/07 09:38:07
广东省,湛江,15,19,0.0,4,0,2020/02/07 09:38:07
广东省,肇庆,13,14,0.0,1,0,2020/02/07 09:38:07
广东省,阳江,13,13,0.0,0,0,2020/02/07 09:38:07
广东省,梅州,12,12,0.0,0,0,2020/02/07 09:38:07
广东省,江门,10,11,0.0,1,0,2020/02/07 09:38:07
广东省,清远,8,10,0.0,2,0,2020/02/07 09:38:07
广东省,揭阳,7,7,0.0,0,0,2020/02/07 09:38:07
广东省,韶关,5,6,0.0,1,0,2020/02/07 09:38:07
广东省,茂名,6,6,0.0,0,0,2020/02/07 09:38:07
广东省,汕尾,4,5,0.0,1,0,2020/02/07 09:38:07
广东省,潮州,5,5,0.0,0,0,2020/02/07 09:38:07
广东省,河源,2,2,0.0,0,0,2020/02/07 09:38:07
广东省,-,901,970,0.0,69,0,2020/02/06 20:40:40
广东省,深圳,294,316,0.0,22,0,2020/02/06 20:40:40
广东省,广州,250,270,0.0,20,0,2020/02/06 20:40:40
广东省,珠海,69,73,0.0,4,0,2020/02/06 20:40:40
广东省,佛山,53,57,0.0,4,0,2020/02/06 20:40:40
广东省,东莞,46,47,0.0,1,0,2020/02/06 20:40:40
广东省,中山,40,44,0.0,4,0,2020/02/06 20:40:40
广东省,惠州,34,35,0.0,1,0,2020/02/06 20:40:40
广东省,汕头,18,21,0.0,3,0,2020/02/06 20:40:40
广东省,湛江,15,19,0.0,4,0,2020/02/06 20:40:40
广东省,肇庆,13,14,0.0,1,0,2020/02/06 20:40:40
广东省,阳江,13,13,0.0,0,0,2020/02/06 20:40:40
广东省,梅州,12,12,0.0,0,0,2020/02/06 20:40:40
广东省,清远,8,10,0.0,2,0,2020/02/06 20:40:40
广东省,江门,8,9,0.0,1,0,2020/02/06 20:40:40
广东省,揭阳,7,7,0.0,0,0,2020/02/06 20:40:40
广东省,韶关,5,6,0.0,1,0,2020/02/06 20:40:40
广东省,茂名,6,6,0.0,0,0,2020/02/06 20:40:40
广东省,汕尾,4,5,0.0,1,0,2020/02/06 20:40:40
广东省,潮州,5,5,0.0,0,0,2020/02/06 20:40:40
广东省,河源,1,1,0.0,0,0,2020/02/06 20:40:40
广东省,-,905,970,0.0,65,0,2020/02/06 19:04:28
广东省,深圳,294,316,0.0,22,0,2020/02/06 19:04:28
广东省,广州,253,270,0.0,17,0,2020/02/06 19:04:28
广东省,珠海,69,73,0.0,4,0,2020/02/06 19:04:28
广东省,佛山,53,57,0.0,4,0,2020/02/06 19:04:28
广东省,东莞,46,47,0.0,1,0,2020/02/06 19:04:28
广东省,中山,40,44,0.0,4,0,2020/02/06 19:04:28
广东省,惠州,34,35,0.0,1,0,2020/02/06 19:04:28
广东省,汕头,18,21,0.0,3,0,2020/02/06 19:04:28
广东省,湛江,15,19,0.0,4,0,2020/02/06 19:04:28
广东省,肇庆,13,14,0.0,1,0,2020/02/06 19:04:28
广东省,阳江,13,13,0.0,0,0,2020/02/06 19:04:28
广东省,梅州,12,12,0.0,0,0,2020/02/06 19:04:28
广东省,清远,8,10,0.0,2,0,2020/02/06 19:04:28
广东省,江门,8,9,0.0,1,0,2020/02/06 19:04:28
广东省,揭阳,7,7,0.0,0,0,2020/02/06 19:04:28
广东省,韶关,5,6,0.0,1,0,2020/02/06 19:04:28
广东省,茂名,6,6,0.0,0,0,2020/02/06 19:04:28
广东省,汕尾,5,5,0.0,0,0,2020/02/06 19:04:28
广东省,潮州,5,5,0.0,0,0,2020/02/06 19:04:28
广东省,河源,1,1,0.0,0,0,2020/02/06 19:04:28
广东省,-,905,970,0.0,65,0,2020/02/06 19:03:27
广东省,深圳,294,316,0.0,22,0,2020/02/06 19:03:27
广东省,广州,253,270,0.0,17,0,2020/02/06 19:03:27
广东省,珠海,69,73,0.0,4,0,2020/02/06 19:03:27
广东省,佛山,53,57,0.0,4,0,2020/02/06 19:03:27
广东省,东莞,46,47,0.0,1,0,2020/02/06 19:03:27
广东省,中山,41,44,0.0,3,0,2020/02/06 19:03:27
广东省,惠州,34,35,0.0,1,0,2020/02/06 19:03:27
广东省,汕头,18,21,0.0,3,0,2020/02/06 19:03:27
广东省,湛江,15,19,0.0,4,0,2020/02/06 19:03:27
广东省,肇庆,13,14,0.0,1,0,2020/02/06 19:03:27
广东省,阳江,13,13,0.0,0,0,2020/02/06 19:03:27
广东省,梅州,12,12,0.0,0,0,2020/02/06 19:03:27
广东省,清远,8,10,0.0,2,0,2020/02/06 19:03:27
广东省,江门,9,9,0.0,0,0,2020/02/06 19:03:27
广东省,揭阳,7,7,0.0,0,0,2020/02/06 19:03:27
广东省,韶关,5,6,0.0,1,0,2020/02/06 19:03:27
广东省,茂名,6,6,0.0,0,0,2020/02/06 19:03:27
广东省,汕尾,5,5,0.0,0,0,2020/02/06 19:03:27
广东省,潮州,5,5,0.0,0,0,2020/02/06 19:03:27
广东省,河源,1,1,0.0,0,0,2020/02/06 19:03:27
广东省,-,913,970,0.0,57,0,2020/02/06 18:05:40
广东省,深圳,294,316,0.0,22,0,2020/02/06 18:05:40
广东省,广州,257,270,0.0,13,0,2020/02/06 18:05:40
广东省,珠海,69,73,0.0,4,0,2020/02/06 18:05:40
广东省,佛山,55,57,0.0,2,0,2020/02/06 18:05:40
广东省,东莞,46,47,0.0,1,0,2020/02/06 18:05:40
广东省,中山,41,44,0.0,3,0,2020/02/06 18:05:40
广东省,惠州,34,35,0.0,1,0,2020/02/06 18:05:40
广东省,汕头,18,21,0.0,3,0,2020/02/06 18:05:40
广东省,湛江,15,19,0.0,4,0,2020/02/06 18:05:40
广东省,肇庆,13,14,0.0,1,0,2020/02/06 18:05:40
广东省,阳江,13,13,0.0,0,0,2020/02/06 18:05:40
广东省,梅州,12,12,0.0,0,0,2020/02/06 18:05:40
广东省,清远,8,10,0.0,2,0,2020/02/06 18:05:40
广东省,江门,9,9,0.0,0,0,2020/02/06 18:05:40
广东省,揭阳,7,7,0.0,0,0,2020/02/06 18:05:40
广东省,韶关,5,6,0.0,1,0,2020/02/06 18:05:40
广东省,茂名,6,6,0.0,0,0,2020/02/06 18:05:40
广东省,汕尾,5,5,0.0,0,0,2020/02/06 18:05:40
广东省,潮州,5,5,0.0,0,0,2020/02/06 18:05:40
广东省,河源,1,1,0.0,0,0,2020/02/06 18:05:40
广东省,-,918,970,0.0,52,0,2020/02/06 18:04:40
广东省,深圳,294,316,0.0,22,0,2020/02/06 18:04:40
广东省,广州,258,270,0.0,12,0,2020/02/06 18:04:40
广东省,珠海,69,73,0.0,4,0,2020/02/06 18:04:40
广东省,佛山,55,57,0.0,2,0,2020/02/06 18:04:40
广东省,东莞,46,47,0.0,1,0,2020/02/06 18:04:40
广东省,中山,41,44,0.0,3,0,2020/02/06 18:04:40
广东省,惠州,34,35,0.0,1,0,2020/02/06 18:04:40
广东省,汕头,18,21,0.0,3,0,2020/02/06 18:04:40
广东省,湛江,15,19,0.0,4,0,2020/02/06 18:04:40
广东省,肇庆,13,14,0.0,1,0,2020/02/06 18:04:40
广东省,阳江,13,13,0.0,0,0,2020/02/06 18:04:40
广东省,梅州,12,12,0.0,0,0,2020/02/06 18:04:40
广东省,清远,8,10,0.0,2,0,2020/02/06 18:04:40
广东省,江门,9,9,0.0,0,0,2020/02/06 18:04:40
广东省,揭阳,7,7,0.0,0,0,2020/02/06 18:04:40
广东省,韶关,5,6,0.0,1,0,2020/02/06 18:04:40
广东省,茂名,6,6,0.0,0,0,2020/02/06 18:04:40
广东省,汕尾,5,5,0.0,0,0,2020/02/06 18:04:40
广东省,潮州,5,5,0.0,0,0,2020/02/06 18:04:40
广东省,河源,1,1,0.0,0,0,2020/02/06 18:04:40
广东省,-,918,970,0.0,52,0,2020/02/06 18:03:39
广东省,深圳,300,316,0.0,16,0,2020/02/06 18:03:39
广东省,广州,258,270,0.0,12,0,2020/02/06 18:03:39
广东省,珠海,69,73,0.0,4,0,2020/02/06 18:03:39
广东省,佛山,55,57,0.0,2,0,2020/02/06 18:03:39
广东省,东莞,46,47,0.0,1,0,2020/02/06 18:03:39
广东省,中山,41,44,0.0,3,0,2020/02/06 18:03:39
广东省,惠州,34,35,0.0,1,0,2020/02/06 18:03:39
广东省,汕头,18,21,0.0,3,0,2020/02/06 18:03:39
广东省,湛江,15,19,0.0,4,0,2020/02/06 18:03:39
广东省,肇庆,13,14,0.0,1,0,2020/02/06 18:03:39
广东省,阳江,13,13,0.0,0,0,2020/02/06 18:03:39
广东省,梅州,12,12,0.0,0,0,2020/02/06 18:03:39
广东省,清远,8,10,0.0,2,0,2020/02/06 18:03:39
广东省,江门,9,9,0.0,0,0,2020/02/06 18:03:39
广东省,揭阳,7,7,0.0,0,0,2020/02/06 18:03:39
广东省,韶关,5,6,0.0,1,0,2020/02/06 18:03:39
广东省,茂名,6,6,0.0,0,0,2020/02/06 18:03:39
广东省,汕尾,5,5,0.0,0,0,2020/02/06 18:03:39
广东省,潮州,5,5,0.0,0,0,2020/02/06 18:03:39
广东省,河源,1,1,0.0,0,0,2020/02/06 18:03:39
广东省,-,918,970,0.0,52,0,2020/02/06 16:26:25
广东省,深圳,300,316,0.0,16,0,2020/02/06 16:26:25
广东省,广州,258,270,0.0,12,0,2020/02/06 16:26:25
广东省,珠海,69,73,0.0,4,0,2020/02/06 16:26:25
广东省,佛山,55,57,0.0,2,0,2020/02/06 16:26:25
广东省,东莞,46,47,0.0,1,0,2020/02/06 16:26:25
广东省,中山,41,44,0.0,3,0,2020/02/06 16:26:25
广东省,惠州,34,35,0.0,1,0,2020/02/06 16:26:25
广东省,汕头,18,21,0.0,3,0,2020/02/06 16:26:25
广东省,湛江,15,19,0.0,4,0,2020/02/06 16:26:25
广东省,肇庆,13,14,0.0,1,0,2020/02/06 16:26:25
广东省,阳江,13,13,0.0,0,0,2020/02/06 16:26:25
广东省,梅州,12,12,0.0,0,0,2020/02/06 16:26:25
广东省,清远,8,10,0.0,2,0,2020/02/06 16:26:25
广东省,江门,9,9,0.0,0,0,2020/02/06 16:26:25
广东省,揭阳,7,7,0.0,0,0,2020/02/06 16:26:25
广东省,韶关,5,6,0.0,1,0,2020/02/06 16:26:25
广东省,茂名,6,6,0.0,0,0,2020/02/06 16:26:25
广东省,汕尾,5,5,0.0,0,0,2020/02/06 16:26:25
广东省,潮州,5,5,0.0,0,0,2020/02/06 16:26:25
广东省,河源,1,1,0.0,0,0,2020/02/06 16:26:25
广东省,未知地区,-2,0,0.0,2,0,2020/02/06 16:26:25
广东省,-,894,944,0.0,50,0,2020/02/06 16:25:25
广东省,深圳,300,316,0.0,16,0,2020/02/06 16:25:25
广东省,广州,258,270,0.0,12,0,2020/02/06 16:25:25
广东省,珠海,69,73,0.0,4,0,2020/02/06 16:25:25
广东省,佛山,48,50,0.0,2,0,2020/02/06 16:25:25
广东省,东莞,46,47,0.0,1,0,2020/02/06 16:25:25
广东省,中山,41,44,0.0,3,0,2020/02/06 16:25:25
广东省,惠州,34,35,0.0,1,0,2020/02/06 16:25:25
广东省,汕头,17,20,0.0,3,0,2020/02/06 16:25:25
广东省,湛江,15,19,0.0,4,0,2020/02/06 16:25:25
广东省,阳江,13,13,0.0,0,0,2020/02/06 16:25:25
广东省,肇庆,12,13,0.0,1,0,2020/02/06 16:25:25
广东省,梅州,12,12,0.0,0,0,2020/02/06 16:25:25
广东省,清远,8,10,0.0,2,0,2020/02/06 16:25:25
广东省,江门,9,9,0.0,0,0,2020/02/06 16:25:25
广东省,揭阳,7,7,0.0,0,0,2020/02/06 16:25:25
广东省,韶关,5,6,0.0,1,0,2020/02/06 16:25:25
广东省,茂名,6,6,0.0,0,0,2020/02/06 16:25:25
广东省,汕尾,5,5,0.0,0,0,2020/02/06 16:25:25
广东省,潮州,5,5,0.0,0,0,2020/02/06 16:25:25
广东省,河源,1,1,0.0,0,0,2020/02/06 16:25:25
广东省,-,894,944,0.0,50,0,2020/02/06 14:27:59
广东省,深圳,298,314,0.0,16,0,2020/02/06 14:27:59
广东省,广州,243,255,0.0,12,0,2020/02/06 14:27:59
广东省,珠海,69,73,0.0,4,0,2020/02/06 14:27:59
广东省,佛山,48,50,0.0,2,0,2020/02/06 14:27:59
广东省,东莞,46,47,0.0,1,0,2020/02/06 14:27:59
广东省,中山,41,44,0.0,3,0,2020/02/06 14:27:59
广东省,惠州,34,35,0.0,1,0,2020/02/06 14:27:59
广东省,汕头,17,20,0.0,3,0,2020/02/06 14:27:59
广东省,湛江,15,19,0.0,4,0,2020/02/06 14:27:59
广东省,阳江,13,13,0.0,0,0,2020/02/06 14:27:59
广东省,肇庆,12,13,0.0,1,0,2020/02/06 14:27:59
广东省,梅州,12,12,0.0,0,0,2020/02/06 14:27:59
广东省,清远,8,10,0.0,2,0,2020/02/06 14:27:59
广东省,江门,9,9,0.0,0,0,2020/02/06 14:27:59
广东省,揭阳,7,7,0.0,0,0,2020/02/06 14:27:59
广东省,韶关,5,6,0.0,1,0,2020/02/06 14:27:59
广东省,茂名,6,6,0.0,0,0,2020/02/06 14:27:59
广东省,汕尾,5,5,0.0,0,0,2020/02/06 14:27:59
广东省,潮州,5,5,0.0,0,0,2020/02/06 14:27:59
广东省,河源,1,1,0.0,0,0,2020/02/06 14:27:59
广东省,-,895,944,0.0,49,0,2020/02/06 09:30:17
广东省,深圳,298,314,0.0,16,0,2020/02/06 09:30:17
广东省,广州,243,255,0.0,12,0,2020/02/06 09:30:17
广东省,珠海,69,73,0.0,4,0,2020/02/06 09:30:17
广东省,佛山,49,50,0.0,1,0,2020/02/06 09:30:17
广东省,东莞,46,47,0.0,1,0,2020/02/06 09:30:17
广东省,中山,41,44,0.0,3,0,2020/02/06 09:30:17
广东省,惠州,34,35,0.0,1,0,2020/02/06 09:30:17
广东省,汕头,17,20,0.0,3,0,2020/02/06 09:30:17
广东省,湛江,15,19,0.0,4,0,2020/02/06 09:30:17
广东省,阳江,13,13,0.0,0,0,2020/02/06 09:30:17
广东省,肇庆,12,13,0.0,1,0,2020/02/06 09:30:17
广东省,梅州,12,12,0.0,0,0,2020/02/06 09:30:17
广东省,清远,8,10,0.0,2,0,2020/02/06 09:30:17
广东省,江门,9,9,0.0,0,0,2020/02/06 09:30:17
广东省,揭阳,7,7,0.0,0,0,2020/02/06 09:30:17
广东省,韶关,5,6,0.0,1,0,2020/02/06 09:30:17
广东省,茂名,6,6,0.0,0,0,2020/02/06 09:30:17
广东省,汕尾,5,5,0.0,0,0,2020/02/06 09:30:17
广东省,潮州,5,5,0.0,0,0,2020/02/06 09:30:17
广东省,河源,1,1,0.0,0,0,2020/02/06 09:30:17
广东省,-,846,895,0.0,49,0,2020/02/05 21:18:47
广东省,深圳,275,291,0.0,16,0,2020/02/05 21:18:47
广东省,广州,237,249,0.0,12,0,2020/02/05 21:18:47
广东省,珠海,68,72,0.0,4,0,2020/02/05 21:18:47
广东省,佛山,49,50,0.0,1,0,2020/02/05 21:18:47
广东省,东莞,43,44,0.0,1,0,2020/02/05 21:18:47
广东省,中山,33,36,0.0,3,0,2020/02/05 21:18:47
广东省,惠州,33,34,0.0,1,0,2020/02/05 21:18:47
广东省,汕头,17,20,0.0,3,0,2020/02/05 21:18:47
广东省,湛江,14,18,0.0,4,0,2020/02/05 21:18:47
广东省,肇庆,12,13,0.0,1,0,2020/02/05 21:18:47
广东省,阳江,12,12,0.0,0,0,2020/02/05 21:18:47
广东省,梅州,10,10,0.0,0,0,2020/02/05 21:18:47
广东省,清远,8,10,0.0,2,0,2020/02/05 21:18:47
广东省,江门,7,7,0.0,0,0,2020/02/05 21:18:47
广东省,韶关,5,6,0.0,1,0,2020/02/05 21:18:47
广东省,揭阳,6,6,0.0,0,0,2020/02/05 21:18:47
广东省,茂名,6,6,0.0,0,0,2020/02/05 21:18:47
广东省,汕尾,5,5,0.0,0,0,2020/02/05 21:18:47
广东省,潮州,5,5,0.0,0,0,2020/02/05 21:18:47
广东省,河源,1,1,0.0,0,0,2020/02/05 21:18:47
广东省,-,846,895,0.0,49,0,2020/02/05 21:17:46
广东省,深圳,275,291,0.0,16,0,2020/02/05 21:17:46
广东省,广州,237,249,0.0,12,0,2020/02/05 21:17:46
